threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,60,True,0.9878787878787878,60.108997392654416,0
8,35,10,True,0.8787878787878788,10.074852466583252,0
1,20,20,True,0.8787878787878788,20.082803201675414,0
8,30,40,True,0.9757575757575757,40.10273542404175,0
8,50,10,True,0.8424242424242423,10.067376494407654,0
6,25,40,True,0.9393939393939393,40.09061937332153,0
8,25,20,False,0.7212121212121211,20.07844982147217,1
8,40,55,False,0.9515151515151514,55.11805436611176,1
8,35,35,True,0.8545454545454544,35.09231190681457,1
8,40,20,True,0.7333333333333332,20.08498866558075,1
