fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,0.07907819747924805,1.6689338684082031,523384,34.33125877380371,2152160,10605,40.174641609191895,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,On,0.08724641799926758,1.4904119968414307,521896,34.1544713973999,2152160,10605,38.40943908691406,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,On,Off,Off,On,0.0851902961730957,1.4776279926300049,515192,34.05908966064453,2152160,10605,38.374725341796875,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,0.07974791526794434,1.4719841480255127,522088,34.02883696556091,2152160,10605,38.17778468132019,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,0.09039139747619629,1.4786779880523682,513704,34.05614638328552,2152160,10605,38.19257640838623,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,On,0.09054088592529297,1.5454246997833252,513704,34.10114312171936,2152160,10605,38.40650701522827,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,On,Off,On,On,Off,On,On,Off,Off,On,On,On,0.09404420852661133,1.5233550071716309,513896,34.14402461051941,2152160,10605,38.33547496795654,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,On,Off,Off,0.08914637565612793,1.5079731941223145,513896,34.09583020210266,2152160,10605,38.14712071418762,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,Off,On,On,On,Off,Off,Off,On,On,Off,On,On,Off,Off,0.08338046073913574,1.5089893341064453,515192,34.16879391670227,2152160,10605,38.3626754283905,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,0.09369134902954102,1.502382516860962,522088,34.06519031524658,2152160,10605,38.33058476448059,"[10, 50, 6, 4, 50]"
