inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,15,1,1,10,0.28484848484848485,2.7245795011520384,0
50,15,1,1,10,0.35757575757575755,2.7630144596099853,0
60,25,1,2,10,-0.10303030303030303,2.715633416175842,0
90,15,3,1,10,0.6727272727272726,2.775791144371033,0
50,35,1,3,5,-0.0303030303030303,2.7680808305740356,1
60,25,1,2,35,-0.43030303030303024,2.726021957397461,1
60,20,1,1,10,0.43030303030303024,2.7789769411087035,1
50,35,2,2,10,0.6,2.8448042631149293,1
60,25,1,3,35,0.49090909090909085,2.789034700393677,1
60,5,1,3,5,0.43030303030303024,2.791724157333374,2
