time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,45,45000,10,0.5,0.8060606060606059,88.1630530834198,0
30,20,20000,10,0.5,0.7454545454545454,45.49858169555664,0
50,35,40000,10,0.5,0.7818181818181817,91.82016489505767,1
50,30,10000,6,0.5,0.4424242424242424,59.859885287284854,1
50,20,35000,4,0.5,0.6727272727272726,63.13110344409942,1
40,25,40000,4,0.5,0.6969696969696969,80.3111261844635,1
50,35,20000,6,0.5,0.5393939393939393,66.21808450222015,2
40,30,50000,10,0.5,0.5636363636363636,86.39640004634857,2
45,45,30000,6,0.5,0.5151515151515151,73.93571548461914,3
55,30,45000,6,0.5,0.5030303030303029,104.23999135494232,4
