time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
35,40,25000,4,0.5,0.8666666666666665,52.954114127159116,0
35,35,15000,8,0.5,0.5030303030303029,51.17500998973846,0
30,30,40000,6,0.5,0.5151515151515151,56.503440737724304,1
40,25,50000,4,0.5,0.7939393939393938,61.19582190513611,1
60,40,35000,6,0.5,0.8545454545454544,89.62846009731292,1
45,40,25000,8,0.5,0.709090909090909,71.42864480018616,2
50,35,10000,10,0.5,0.5515151515151515,63.89452760219574,2
35,35,30000,10,0.5,0.709090909090909,67.47727432250977,2
60,30,30000,10,0.5,0.5151515151515151,89.98509593009949,3
60,30,10000,4,0.5,0.406060606060606,68.76807889938354,3
