threads,connections,duration,post,spearman_corr,evaluated_time,front_level
1,45,10,True,0.16363636363636364,10.049721384048462,0
2,35,10,True,0.5515151515151515,10.052651238441467,0
4,40,10,True,0.5878787878787878,10.055118203163147,0
8,50,10,True,0.006060606060606061,10.054071140289306,1
8,40,10,False,0.18787878787878787,10.054667758941651,1
8,45,40,True,0.49090909090909085,40.119229316711426,1
2,35,25,True,0.3696969696969697,25.093075966835023,1
8,50,15,True,0.309090909090909,15.07158558368683,1
8,45,15,True,0.18787878787878787,15.070197796821594,1
2,35,20,False,0.35757575757575755,20.07893087863922,1
