maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
12335,731,40154,50043,16950,189,178,false,1485,false,132823,18670,26209,true,42120,38085,26819,931,131108,3,1182.24,10.04948902130127,"[4, 40, 10, True]",0.5878787878787878
12335,853,55323,47946,43560,189,178,true,21830,true,126975,1767,58247,false,42120,4321,26819,824,300944,6,1127.12,10.059714078903198,"[4, 40, 10, True]",0.5878787878787878
18555,731,40154,50043,16950,160,305,false,1485,false,132823,18670,26209,true,30810,38085,5893,931,545544,4,1085.95,10.055827140808105,"[4, 40, 10, True]",0.5878787878787878
18555,577,40154,34760,16950,120,396,true,10552,false,533969,29107,88746,false,30810,38085,22933,931,545544,4,1085.43,10.058206796646118,"[4, 40, 10, True]",0.5878787878787878
17529,180,55323,34760,54356,365,396,true,24601,true,126975,1767,19522,true,30810,38085,26819,680,545544,5,1067.87,10.057878255844116,"[4, 40, 10, True]",0.5878787878787878
15758,180,15420,34760,16950,365,396,true,45275,false,533969,29107,88746,false,30810,38085,22933,931,545544,4,1057.08,10.056007146835327,"[4, 40, 10, True]",0.5878787878787878
17529,853,55323,45961,54356,189,178,false,25946,true,126975,1767,19522,false,42120,33706,26819,824,424363,7,1054.19,10.049804449081421,"[4, 40, 10, True]",0.5878787878787878
11681,705,20366,39648,9371,185,330,true,7739,true,290131,13630,78636,false,29465,52388,65477,66,495327,7,1052.07,10.052101850509644,"[4, 40, 10, True]",0.5878787878787878
17529,853,55323,45961,54356,365,396,true,24601,true,20681,1767,19522,false,42120,33706,26819,680,545544,5,1043.7,10.057809352874756,"[4, 40, 10, True]",0.5878787878787878
18555,577,15420,34760,16950,120,396,true,10552,false,533969,29107,88746,false,30810,38085,22933,931,545544,4,1041.08,10.055784225463867,"[4, 40, 10, True]",0.5878787878787878
9314,853,55323,45961,54356,365,396,false,1485,true,132823,18670,26209,false,42120,33706,5893,433,131108,5,1035.38,10.059730768203735,"[4, 40, 10, True]",0.5878787878787878
9314,731,50374,50043,40676,160,305,false,1485,true,132823,18670,26209,true,64334,56173,5893,433,131108,3,1034.82,10.052912950515747,"[4, 40, 10, True]",0.5878787878787878
9314,746,50374,50043,73751,301,174,true,2140,true,132823,24569,6866,true,64334,56173,1867,680,131108,5,1034.71,10.062606573104858,"[4, 40, 10, True]",0.5878787878787878
11681,577,40154,34760,9371,120,330,true,10552,true,290131,13630,88746,false,30810,52388,2439,931,495327,7,1027.4,10.05617904663086,"[4, 40, 10, True]",0.5878787878787878
18555,237,40154,50043,77330,133,174,true,2140,false,132823,29107,6866,false,30810,56173,1867,931,131108,4,1023.97,10.060323238372803,"[4, 40, 10, True]",0.5878787878787878
12335,853,55323,50043,40676,189,178,true,21830,false,126975,18670,26209,true,42120,56173,26819,433,131108,3,1022.78,10.055590391159058,"[4, 40, 10, True]",0.5878787878787878
12335,853,41966,50043,73751,189,396,true,21830,true,126975,24569,26209,true,42120,56173,26819,680,383684,5,1021.44,10.053286790847778,"[4, 40, 10, True]",0.5878787878787878
9407,155,20958,39648,61826,185,115,true,40346,false,163281,13630,43276,true,62372,29050,40914,933,170561,4,1021.33,10.054558277130127,"[4, 40, 10, True]",0.5878787878787878
18555,731,40154,50043,16950,160,305,false,1485,false,132823,18670,26209,true,64334,56173,5893,931,545544,3,1020.01,10.049198150634766,"[4, 40, 10, True]",0.5878787878787878
9314,180,15420,34760,73751,365,396,true,24601,true,533969,29107,88746,true,30810,38085,1867,680,545544,5,1019.6,10.048543930053711,"[4, 40, 10, True]",0.5878787878787878
