threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,40,15,True,0.16363636363636364,15.071693015098571,0
8,45,40,True,0.49090909090909085,40.119229316711426,0
8,50,10,True,0.006060606060606061,10.054071140289306,0
8,35,25,True,0.13939393939393938,25.087554502487183,1
8,30,45,True,0.4666666666666666,45.09753842353821,1
8,35,10,True,-0.28484848484848485,10.054074621200561,1
8,35,50,True,0.19999999999999998,50.11831102371216,2
8,15,60,True,0.29696969696969694,60.07431170940399,2
8,40,50,True,0.17575757575757575,50.12727687358856,3
8,25,55,True,-0.07878787878787878,55.10981538295746,4
