maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
12335,853,55323,47946,43560,189,178,true,21830,true,126975,1767,58247,false,42120,4321,26819,824,300944,6,1127.12,10.059714078903198,"[4, 40, 10, True]",0.5878787878787878
18555,577,40154,34760,16950,120,396,true,10552,false,533969,29107,88746,false,30810,38085,22933,931,545544,4,1085.43,10.058206796646118,"[4, 40, 10, True]",0.5878787878787878
17529,180,55323,34760,54356,365,396,true,24601,true,126975,1767,19522,true,30810,38085,26819,680,545544,5,1067.87,10.057878255844116,"[4, 40, 10, True]",0.5878787878787878
15758,180,15420,34760,16950,365,396,true,45275,false,533969,29107,88746,false,30810,38085,22933,931,545544,4,1057.08,10.056007146835327,"[4, 40, 10, True]",0.5878787878787878
17529,853,55323,45961,54356,189,178,false,25946,true,126975,1767,19522,false,42120,33706,26819,824,424363,7,1054.19,10.049804449081421,"[4, 40, 10, True]",0.5878787878787878
11681,705,20366,39648,9371,185,330,true,7739,true,290131,13630,78636,false,29465,52388,65477,66,495327,7,1052.07,10.052101850509644,"[4, 40, 10, True]",0.5878787878787878
9314,731,50374,50043,40676,160,305,false,1485,true,132823,18670,26209,true,64334,56173,5893,433,131108,3,1034.82,10.052912950515747,"[4, 40, 10, True]",0.5878787878787878
9314,746,50374,50043,73751,301,174,true,2140,true,132823,24569,6866,true,64334,56173,1867,680,131108,5,1034.71,10.062606573104858,"[4, 40, 10, True]",0.5878787878787878
9407,155,20958,39648,61826,185,115,true,40346,false,163281,13630,43276,true,62372,29050,40914,933,170561,4,1021.33,10.054558277130127,"[4, 40, 10, True]",0.5878787878787878
9314,180,15420,34760,73751,365,396,true,24601,true,533969,29107,88746,true,30810,38085,1867,680,545544,5,1019.6,10.048543930053711,"[4, 40, 10, True]",0.5878787878787878
15758,746,21568,45961,16950,301,250,true,25946,false,132823,33401,6866,false,50375,33706,22933,710,424363,7,1017.35,10.057577133178711,"[4, 40, 10, True]",0.5878787878787878
11681,155,20958,39648,61826,185,115,true,40346,false,290131,13630,78636,false,62372,52388,65477,66,495327,7,1013.23,10.053737163543701,"[4, 40, 10, True]",0.5878787878787878
17529,234,21568,45961,54356,107,250,true,25946,true,376517,33401,53973,false,50375,33706,11749,710,424363,7,1009.33,10.06011414527893,"[4, 40, 10, True]",0.5878787878787878
15758,180,15420,34760,16950,365,430,true,45275,true,533969,29107,18389,false,30810,38085,22933,931,545544,3,997.27,10.046324014663696,"[4, 40, 10, True]",0.5878787878787878
17813,871,20958,57346,61826,160,305,false,1485,true,323080,18670,43276,true,27782,29050,40914,433,170561,3,991.51,10.058694839477539,"[4, 40, 10, True]",0.5878787878787878
9407,155,21568,39648,61826,107,115,true,25946,false,163281,13630,43276,true,50375,29050,40914,933,170561,7,985.1,10.057862043380737,"[4, 40, 10, True]",0.5878787878787878
15758,746,50374,50043,16950,301,174,true,2140,false,132823,24569,6866,false,64334,56173,22933,931,131108,4,970.94,10.051015615463257,"[4, 40, 10, True]",0.5878787878787878
5732,194,5401,56724,8572,217,418,false,47866,false,469109,46834,5292,false,6756,12310,39206,970,532153,7,970.92,10.05534315109253,"[4, 40, 10, True]",0.5878787878787878
17529,731,21568,45961,77283,107,305,false,1485,true,132823,18670,85908,false,50375,56173,11749,460,424363,3,965.45,10.064730405807495,"[4, 40, 10, True]",0.5878787878787878
17529,234,20958,45961,54356,185,250,true,40346,true,163281,13630,53973,true,62372,33706,40914,710,170561,4,960.51,10.046712398529053,"[4, 40, 10, True]",0.5878787878787878
