ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,0.09101080894470215,5.6384077072143555,1252968,34.70347189903259,2152160,10605,44.10624957084656,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,0.09974813461303711,5.546012878417969,1248872,34.59122586250305,2152160,10605,42.657615661621094,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,0.0840003490447998,5.559864282608032,1252968,34.72090458869934,2152160,10605,42.883103370666504,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,Off,On,On,On,On,Off,Off,On,On,Off,Off,On,Off,Off,0.08742642402648926,5.517118453979492,1252968,34.617517709732056,2152160,10605,42.76965308189392,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,On,On,Off,Off,On,Off,On,On,Off,On,On,Off,On,Off,0.08645391464233398,5.5566020011901855,1248872,34.74610447883606,2152160,10605,42.8766770362854,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,On,Off,0.10916018486022949,5.561409950256348,1248872,34.76369905471802,2152160,10605,42.8603618144989,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,On,Off,On,On,On,0.10178089141845703,5.470760107040405,1248872,34.58235502243042,2152160,10605,42.68185544013977,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,On,0.10222077369689941,5.568811893463135,1255640,34.79455828666687,2152160,10605,43.004536867141724,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,On,0.0901038646697998,5.544185161590576,1252968,34.63248324394226,2152160,10605,42.80815529823303,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,On,On,Off,0.08106207847595215,5.508858919143677,1251544,34.61699628829956,2152160,10605,42.702749729156494,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0.0962517261505127,5.494527101516724,1252968,34.74749779701233,2152160,10605,42.69070744514465,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,0.08848810195922852,5.508703947067261,1252968,34.7246367931366,2152160,10605,42.94680166244507,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,On,0.09065985679626465,5.476808309555054,1248872,34.726372718811035,2152160,10605,42.83193016052246,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,On,Off,On,On,Off,On,Off,On,On,On,On,Off,On,On,0.10020232200622559,5.483209133148193,1248872,34.767176151275635,2152160,10605,42.76359581947327,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,Off,Off,0.09171128273010254,5.497295379638672,1251544,34.60379505157471,2152160,10605,42.72696495056152,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,Off,On,On,On,Off,0.08077573776245117,5.554337501525879,1255640,34.59222936630249,2152160,10605,42.700143337249756,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,On,On,Off,On,On,Off,On,0.08510375022888184,5.551996946334839,1252968,34.70768594741821,2152160,10605,42.80030703544617,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,On,On,On,Off,Off,On,Off,0.09181427955627441,5.489626169204712,1251544,34.77524518966675,2152160,10605,42.789987325668335,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,On,On,0.09280848503112793,5.494227647781372,1248872,34.756184339523315,2152160,10605,42.78540325164795,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,0.07655715942382812,5.501486301422119,1251544,34.73478436470032,2152160,10605,42.72598648071289,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,On,Off,0.0892333984375,5.488570213317871,1248872,34.6186466217041,2152160,10605,42.733043909072876,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,On,Off,On,On,Off,Off,On,Off,Off,On,On,Off,On,0.09904193878173828,5.533475637435913,1252968,34.56576871871948,2152160,10605,42.589032888412476,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,0.1044778823852539,5.492838144302368,1252968,34.579955101013184,2152160,10605,42.65517234802246,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,0.0984945297241211,5.512756824493408,1252968,34.76103401184082,2152160,10605,42.86064696311951,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,0.09126639366149902,5.4968321323394775,1248872,34.671005964279175,2152160,10605,42.876699686050415,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,On,On,Off,On,0.08272027969360352,5.5412585735321045,1252968,34.63058042526245,2152160,10605,42.62005662918091,"[10, 50, 6, 4, 50]"
