threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,50,True,0.9878787878787878,50.11009464263916,0
8,40,15,True,0.7333333333333332,15.080072832107543,0
8,45,40,True,0.8545454545454544,40.10894041061401,0
8,35,25,True,0.7818181818181817,25.115127873420715,0
8,30,45,True,0.9636363636363635,45.11311132907868,0
8,25,35,True,0.8545454545454544,35.1128974199295,0
8,45,55,True,0.9878787878787878,55.12003407478333,0
8,40,35,True,0.8303030303030302,35.10430912971496,0
1,35,10,True,0.7333333333333332,10.060780119895934,0
8,50,10,True,0.6969696969696969,10.079400753974914,1
