threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,20,True,0.9030303030303028,20.086807441711425,0
8,35,35,True,0.9515151515151514,35.09866030216217,0
8,40,55,True,0.9878787878787878,55.12824213504791,0
8,35,10,True,0.5515151515151515,10.080390119552613,0
8,25,55,True,0.9515151515151514,55.097933769226074,0
8,35,25,True,0.9030303030303028,25.11615607738495,0
8,45,60,True,0.9636363636363635,60.112198972702025,1
8,50,40,True,0.8909090909090909,40.139646482467654,1
8,15,45,True,0.7939393939393938,45.08227603435516,2
8,15,60,True,0.8666666666666665,60.087614274024965,2
