time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.4787878787878787,53.815687966346744,0
30,30,10000,6,0.5,0.2121212121212121,37.48935179710388,0
40,45,40000,4,0.5,0.6606060606060605,61.49593081474304,0
45,25,30000,6,0.5,0.5878787878787878,57.718408250808714,0
30,20,35000,4,0.5,0.24848484848484845,40.819017910957335,0
30,20,20000,10,0.5,-0.12727272727272726,41.53394255638123,1
50,45,40000,10,0.5,0.5272727272727272,87.0007697582245,1
40,30,30000,6,0.5,0.24848484848484845,54.28417797088623,1
50,20,35000,4,0.5,0.32121212121212117,60.636343932151796,1
30,45,45000,10,0.5,0.49090909090909085,72.69063436985016,1
