time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,30,50000,10,0.5,0.9151515151515152,83.54730396270752,0
30,20,20000,10,0.5,0.7818181818181817,44.67805721759796,0
40,20,20000,4,0.5,0.9151515151515152,49.13188495635986,0
40,25,40000,4,0.5,0.8545454545454544,56.46750667095184,1
50,35,40000,10,0.5,0.8666666666666665,89.66308710575103,1
30,30,45000,4,0.5,0.3939393939393939,51.81133255958557,1
50,30,10000,6,0.5,0.8424242424242423,59.78433406352997,2
55,40,20000,6,0.5,0.8424242424242423,72.73525276184083,2
40,25,35000,6,0.5,0.49090909090909085,59.72770609855652,2
50,20,35000,4,0.5,0.4666666666666666,62.59747323989868,3
