time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.7818181818181817,44.67805721759796,0
40,20,20000,4,0.5,0.9151515151515152,49.13188495635986,0
50,30,50000,4,0.5,0.9878787878787878,74.4395385503769,0
55,20,20000,10,0.5,0.9515151515151514,69.91615159511566,0
40,25,40000,4,0.5,0.8545454545454544,56.46750667095184,1
30,30,45000,4,0.5,0.3939393939393939,51.81133255958557,1
40,30,20000,4,0.5,0.7696969696969697,51.85828521251678,1
40,20,40000,4,0.5,0.8545454545454544,53.99467561244965,1
40,30,50000,10,0.5,0.9151515151515152,83.54730396270752,1
50,30,40000,6,0.5,0.8666666666666665,75.32324674129487,1
