inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,1,2,35,0.24848484848484845,2.845172166824341,0
80,5,3,1,15,0.49090909090909085,2.912247323989868,0
70,15,1,1,5,-0.3696969696969697,2.8550137758255003,1
90,25,1,1,25,0.07878787878787878,2.8741209506988525,1
80,10,2,4,10,0.09090909090909088,2.9472641706466676,1
90,20,1,2,35,0.3696969696969697,2.9839123249053956,1
50,20,2,3,5,-0.0303030303030303,2.9110915422439576,2
90,5,1,1,15,0.0303030303030303,2.9120311737060547,2
80,15,3,1,15,-0.17575757575757575,2.908630871772766,2
90,20,1,4,35,0.2121212121212121,3.972895646095276,2
