fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,0.08691835403442383,1.6056501865386963,515000,34.33721685409546,2152160,10605,40.2025089263916,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,0.0943603515625,1.527909755706787,521896,34.04648184776306,2152160,10605,38.316468477249146,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,0.10433173179626465,1.5092899799346924,521896,35.08515810966492,2152160,10605,39.26958155632019,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,0.08318448066711426,1.4737255573272705,515000,34.20232081413269,2152160,10605,38.405184745788574,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,0.08823013305664062,1.470587968826294,513704,34.057456970214844,2152160,10605,38.14173340797424,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,Off,On,On,Off,Off,0.08250784873962402,1.4760332107543945,515192,34.08027243614197,2152160,10605,38.18132042884827,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,0.08576607704162598,1.4767756462097168,513896,34.066237688064575,2152160,10605,38.21570134162903,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,0.09588074684143066,1.5476982593536377,521896,34.08144927024841,2152160,10605,38.28997778892517,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,0.09397745132446289,1.4500019550323486,515000,34.03584027290344,2152160,10605,38.10450839996338,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,0.0832815170288086,1.4462416172027588,513896,34.150266885757446,2152160,10605,38.320016384124756,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,0.07752442359924316,1.502394199371338,513704,34.056082248687744,2152160,10605,38.26040720939636,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,0.07753801345825195,1.518364429473877,513896,34.12153458595276,2152160,10605,38.30742001533508,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,0.10720658302307129,1.5053420066833496,513704,34.077600717544556,2152160,10605,38.26663041114807,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,On,On,On,On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,0.08382058143615723,1.52571702003479,513896,34.1258065700531,2152160,10605,38.306925773620605,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,Off,On,On,0.09519076347351074,1.5769827365875244,513896,34.17215061187744,2152160,10605,38.428515911102295,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,0.10157108306884766,1.5033643245697021,513896,34.18525981903076,2152160,10605,38.3027765750885,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,0.08264493942260742,1.4666686058044434,521896,34.13272285461426,2152160,10605,38.14433717727661,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,0.0881657600402832,1.508418083190918,523192,34.0976185798645,2152160,10605,38.23617482185364,"[10, 50, 6, 4, 50]"
