inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,1,3,35,0.13939393939393938,2.80797598361969,0
60,25,1,2,25,-0.11515151515151514,2.8018664836883547,0
80,10,2,1,25,0.2121212121212121,2.852282500267029,0
90,15,3,1,5,-0.16363636363636364,2.8483026742935182,1
70,20,2,2,20,-0.16363636363636364,2.968411111831665,1
90,5,3,3,35,-0.2121212121212121,3.807603645324707,2
70,20,3,3,20,-0.2606060606060606,3.934670162200928,3
90,10,3,3,25,-1,73.95212194919586,4
50,35,1,4,20,-1,73.7995968580246,4
80,10,2,1,35,-1,73.55701539516448,4
