fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,On,On,Off,Off,On,0.08979582786560059,1.6875312328338623,515192,35.24103903770447,2152160,10605,40.90521478652954,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,0.08412528038024902,1.5023829936981201,523192,34.24258470535278,2152160,10605,38.495073080062866,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,On,On,On,On,On,0.0949709415435791,1.5472016334533691,523384,34.03199100494385,2152160,10605,38.17495393753052,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,On,Off,On,Off,Off,On,Off,On,On,On,On,Off,On,0.09334301948547363,1.5058388710021973,515192,34.01814842224121,2152160,10605,38.156503438949585,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,On,0.09962081909179688,1.4608755111694336,513896,34.066471099853516,2152160,10605,38.27892756462097,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,Off,Off,On,0.10236477851867676,1.5017757415771484,523192,34.12248873710632,2152160,10605,38.321192026138306,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,On,Off,Off,On,0.09654426574707031,1.5309836864471436,515192,34.09563946723938,2152160,10605,38.26536989212036,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,On,On,Off,On,On,Off,0.10778450965881348,1.517350673675537,513896,34.01959228515625,2152160,10605,38.21847701072693,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,0.09649658203125,1.5069549083709717,513704,34.06279945373535,2152160,10605,38.154566049575806,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,0.09397649765014648,1.5295240879058838,523384,34.007145166397095,2152160,10605,38.246851682662964,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,0.10076785087585449,1.4658479690551758,515192,34.06930112838745,2152160,10605,38.4222674369812,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,On,On,Off,0.08280682563781738,1.540856122970581,523192,34.07736778259277,2152160,10605,38.12612009048462,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,0.08421206474304199,1.5271568298339844,521896,34.10758590698242,2152160,10605,38.406015157699585,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,On,On,Off,On,On,On,0.10160326957702637,1.4927496910095215,513896,34.0198712348938,2152160,10605,38.210407733917236,"[10, 50, 6, 4, 50]"
