ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,On,On,On,On,On,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,On,0.09731531143188477,5.626959562301636,1248872,35.24700736999512,2152160,10605,43.675429582595825,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,On,On,Off,Off,On,0.10706615447998047,5.4694952964782715,1248872,34.68352937698364,2152160,10605,42.766820669174194,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,Off,Off,On,Off,Off,0.08917880058288574,5.540199041366577,1255640,34.709657430648804,2152160,10605,42.75240349769592,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,0.07869291305541992,5.499579191207886,1252968,34.813942432403564,2152160,10605,42.90375828742981,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,On,Off,On,Off,On,0.09557127952575684,5.48732328414917,1251544,34.83017563819885,2152160,10605,42.76771950721741,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,Off,0.09774231910705566,5.49793267250061,1252968,34.85585260391235,2152160,10605,42.92126679420471,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,0.0864555835723877,5.483224391937256,1248872,34.69954252243042,2152160,10605,42.659066677093506,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,On,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,0.08751606941223145,5.47833776473999,1248872,34.84459090232849,2152160,10605,42.90004777908325,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,0.11853218078613281,5.5114428997039795,1252968,34.67846155166626,2152160,10605,42.79769253730774,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,0.08534765243530273,5.570400953292847,1255640,34.87853789329529,2152160,10605,43.04633903503418,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,On,0.07948637008666992,0.46427345275878906,245792,2.290499687194824,446184,2402,5.390435695648193,"[70, 35, 3, 4, 15]"
On,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,On,On,Off,Off,On,0.08701539039611816,0.46152234077453613,245792,2.2876532077789307,446184,2402,5.23021388053894,"[70, 35, 3, 4, 15]"
Off,Off,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,Off,Off,On,Off,Off,0.07805848121643066,0.46535301208496094,248456,2.284559965133667,446184,2402,5.282445669174194,"[70, 35, 3, 4, 15]"
Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,0.08364582061767578,0.4840109348297119,249888,2.2711007595062256,446184,2402,5.307534217834473,"[70, 35, 3, 4, 15]"
Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,On,Off,On,Off,On,0.09791731834411621,0.4552319049835205,244360,2.28259539604187,446184,2402,5.269480466842651,"[70, 35, 3, 4, 15]"
On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,Off,0.09008336067199707,0.46877145767211914,249888,2.2762041091918945,446184,2402,5.347786903381348,"[70, 35, 3, 4, 15]"
On,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,0.07691097259521484,0.46206164360046387,245792,2.3412604331970215,446184,2402,5.344184160232544,"[70, 35, 3, 4, 15]"
On,Off,On,On,On,On,On,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,0.09113955497741699,0.4617304801940918,245792,2.285583019256592,446184,2402,5.312386512756348,"[70, 35, 3, 4, 15]"
Off,On,On,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,0.09019923210144043,0.4496121406555176,249888,2.2821044921875,446184,2402,5.259824275970459,"[70, 35, 3, 4, 15]"
Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,0.08774542808532715,0.47351527214050293,248456,2.2853963375091553,446184,2402,5.431693077087402,"[70, 35, 3, 4, 15]"
On,On,On,On,On,On,On,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,On,0.0,0,0,0,0,0,74.2403769493103,"[60, 10, 2, 4, 25]"
On,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,On,On,Off,Off,On,0.0,0,0,0,0,0,74.14735794067383,"[60, 10, 2, 4, 25]"
Off,Off,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,Off,Off,On,Off,Off,0.0,0,0,0,0,0,74.13647699356079,"[60, 10, 2, 4, 25]"
Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,0.0,0,0,0,0,0,74.64416289329529,"[60, 10, 2, 4, 25]"
Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,On,Off,On,Off,On,0.0,0,0,0,0,0,74.13408923149109,"[60, 10, 2, 4, 25]"
On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,Off,0.0,0,0,0,0,0,74.04190325737,"[60, 10, 2, 4, 25]"
On,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,0.0,0,0,0,0,0,74.24486112594604,"[60, 10, 2, 4, 25]"
On,Off,On,On,On,On,On,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,0.0,0,0,0,0,0,74.0629403591156,"[60, 10, 2, 4, 25]"
Off,On,On,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,0.0,0,0,0,0,0,74.55810761451721,"[60, 10, 2, 4, 25]"
Off,On,On,On,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,0.0,0,0,0,0,0,74.19725847244263,"[60, 10, 2, 4, 25]"
