innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
686,886244127,139,765985720,9226761,166142932,108834,695790582,0,81,10701197104,18515,3605044487,95,30175090,full,370,6649490,83,746823,383.75,253.00277495384216,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,765985720,83263018,166142932,108834,695790582,0,81,10701197104,25890,3605044487,95,30175090,full,370,6649490,83,746823,380.49,255.52046179771423,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,776574482,92653425,166142932,108834,695790582,0,81,10701197104,25890,3605044487,95,30175090,full,370,6649490,3,746823,379.59,264.0809190273285,"[180, 50, 100000, 4, 0.5]",1
736,886244127,139,765985720,92653425,644736241,119870,193652465,0,71,10701197104,25890,1710284830,95,56955326,full,8503,4232180,83,390883,379.38,255.50832676887512,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,776574482,43875025,166142932,76599,957434619,0,71,10422398658,25890,3605044487,95,30175090,full,370,4232180,83,746823,379.06,252.65015697479248,"[180, 50, 100000, 4, 0.5]",1
843,886244127,139,765985720,92653425,166142932,40618,695790582,0,71,10701197104,18515,3605044487,95,56955326,full,370,6649490,3,390883,378.92,256.45764899253845,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,765985720,92653425,566277840,108834,695790582,0,81,10701197104,18515,568195834,95,30175090,minimal,370,6649490,83,746823,378.43,255.88989901542664,"[180, 50, 100000, 4, 0.5]",1
843,886244127,139,765985720,82366048,166142932,108834,959096813,0,81,10701197104,25890,3605044487,95,30175090,full,430,6649490,83,390883,377.99,253.32930994033813,"[180, 50, 100000, 4, 0.5]",1
736,886244127,139,765985720,9226761,644736241,108834,193652465,0,55,10701197104,25890,3605044487,95,30175090,full,8503,6649490,83,746823,377.86,254.40731072425842,"[180, 50, 100000, 4, 0.5]",1
686,994022084,139,765985720,92653425,166142932,119870,695790582,0,71,10701197104,25890,3605044487,95,56955326,full,370,4232180,83,390883,377.6,260.08587431907654,"[180, 50, 100000, 4, 0.5]",1
843,994022084,139,765985720,38113732,166142932,40618,695790582,2,71,10701197104,18515,3605044487,95,56955326,full,370,6649490,83,390883,377.0,258.4462583065033,"[180, 50, 100000, 4, 0.5]",1
686,139187930,139,196583852,83263018,166142932,108834,193652465,0,71,13586407608,25890,3605044487,95,30175090,full,370,6649490,83,390883,376.9,247.1512806415558,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,765985720,9226761,166142932,108834,193652465,0,55,10701197104,25890,3605044487,95,30175090,full,370,6649490,83,675661,376.65,253.17321014404297,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,765985720,84046415,166142932,108834,695790582,0,81,10701197104,25890,3605044487,95,45224739,full,370,109433348,83,675661,376.47,250.0800497531891,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,765985720,92653425,166142932,108834,695790582,0,81,10701197104,25890,3605044487,95,30175090,full,370,6649490,3,746823,376.31,252.80419778823853,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,776574482,9226761,166142932,108834,695790582,0,81,10701197104,25890,3605044487,95,30175090,full,370,6649490,83,746823,375.72,255.6495213508606,"[180, 50, 100000, 4, 0.5]",1
843,994022084,139,765985720,92653425,166142932,40618,695790582,2,71,10701197104,18515,3605044487,95,56955326,full,370,6649490,83,390883,375.46,259.7010147571564,"[180, 50, 100000, 4, 0.5]",1
686,886244127,139,765985720,92653425,166142932,119870,695790582,0,71,10701197104,18515,568195834,95,56955326,full,370,4232180,83,746823,375.27,253.46648335456848,"[180, 50, 100000, 4, 0.5]",1
843,886244127,139,765985720,53865359,166142932,40618,695790582,0,71,10701197104,18515,3605044487,95,56955326,full,370,6649490,3,390883,374.92,261.2404761314392,"[180, 50, 100000, 4, 0.5]",1
736,886244127,139,765985720,77299079,644736241,108834,193652465,0,55,10701197104,25890,3605044487,95,45224739,full,8503,6649490,83,746823,374.67,256.2339668273926,"[180, 50, 100000, 4, 0.5]",1
