ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,Off,On,On,On,On,On,0.09309864044189453,5.632941007614136,1248872,35.215779304504395,2152160,10605,44.70817303657532,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,0.09075307846069336,5.539237976074219,1248872,34.61035490036011,2152160,10605,42.710949659347534,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,On,0.10383129119873047,5.516764879226685,1248872,34.75464487075806,2152160,10605,42.82007122039795,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,On,Off,On,On,On,0.08360695838928223,5.531651496887207,1248872,34.61599135398865,2152160,10605,42.75784659385681,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,0.09342336654663086,5.546941041946411,1252968,34.59666991233826,2152160,10605,42.64775252342224,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,On,Off,On,On,Off,Off,On,On,On,Off,On,On,On,0.09067153930664062,5.555549144744873,1248872,34.76739692687988,2152160,10605,42.96729755401611,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,On,On,Off,On,Off,On,Off,On,On,Off,Off,Off,Off,Off,0.09360337257385254,5.546558380126953,1252968,34.68223714828491,2152160,10605,42.80203056335449,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,0.09516739845275879,5.534687042236328,1255640,34.76297998428345,2152160,10605,42.834248304367065,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,0.07348465919494629,5.556999683380127,1251544,34.78674125671387,2152160,10605,42.91459035873413,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,0.09102606773376465,5.563263177871704,1251544,34.78561353683472,2152160,10605,42.921610832214355,"[10, 50, 6, 4, 50]"
