inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,15,1,3,10,0.7696969696969697,2.8799214124679566,0
90,35,1,2,10,-0.12727272727272726,2.845535945892334,0
60,5,3,2,5,0.49090909090909085,2.907150983810425,1
80,15,1,1,25,0.22424242424242422,2.9023450136184694,1
80,10,1,3,10,0.05454545454545454,2.8819862842559814,1
70,10,3,1,5,-0.4424242424242424,2.8764280557632445,1
90,35,1,3,35,0.38181818181818183,3.2207579374313355,2
60,15,1,3,25,0.2727272727272727,3.0887163877487183,2
60,10,1,3,5,0.24848484848484845,2.9148325681686402,2
60,5,3,1,5,-0.1515151515151515,2.882108736038208,2
