maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
44,2,948,7559,50462,419,394,false,37067,false,315927,55307,81662,false,36360,51615,13972,556,180609,6,2928.85,361.2284915447235,"[8, 50, 180, True]",1
14608,3,50024,7559,19060,182,407,true,37067,false,323833,51700,58796,false,11665,11632,20032,943,56094,6,2910.62,361.2339949607849,"[8, 50, 180, True]",1
14608,3,50024,7559,4117,209,407,false,37067,false,467012,51700,58796,false,11665,37980,13972,943,56094,6,2902.12,361.2114477157593,"[8, 50, 180, True]",1
11713,2,17567,7559,82198,188,394,false,23008,false,28491,41498,555,true,34069,11147,13972,932,147469,6,2898.38,361.24745774269104,"[8, 50, 180, True]",1
17327,3,45366,7559,19060,182,407,false,37067,true,323833,29808,58796,false,42014,17391,20032,413,56094,8,2892.39,361.23036193847656,"[8, 50, 180, True]",1
1940,3,948,7559,50462,419,394,false,37067,false,323833,55307,63803,false,36360,51615,13972,947,86723,6,2873.85,361.2503695487976,"[8, 50, 180, True]",1
1940,3,948,7559,19060,209,428,false,37067,false,323833,25198,32879,false,3874,11632,20032,943,86723,6,2872.56,361.24871015548706,"[8, 50, 180, True]",1
1940,3,948,7559,50462,419,394,false,37067,false,323833,55307,81662,false,36360,51615,13972,943,86723,6,2819.82,361.1604812145233,"[8, 50, 180, True]",1
1940,3,1812,59852,50462,419,394,false,37067,false,315927,27446,32879,false,3874,11632,13972,943,180609,6,2810.89,361.2582383155823,"[8, 50, 180, True]",1
731,56,17567,52563,8513,222,45,false,34339,true,574464,25625,555,false,34069,39512,49432,518,291395,4,2774.13,180.11762714385986,"[8, 50, 180, True]",1
44,987,1812,59852,19060,209,428,false,10971,true,315927,25198,32879,false,3874,11632,20032,556,109552,6,2736.3,180.10671162605286,"[8, 50, 180, True]",1
44,987,17567,59852,50462,416,45,true,34339,true,574464,55307,555,false,36360,51615,49432,556,291395,4,2731.63,180.0832850933075,"[8, 50, 180, True]",1
44,603,948,54089,19060,209,428,false,37067,false,323833,33853,57810,true,36360,31197,13972,943,86723,4,2725.55,180.11282587051392,"[8, 50, 180, True]",1
17327,952,7236,34553,64131,178,411,false,19406,true,438631,52856,6907,true,57083,17391,62409,243,337056,8,2717.15,180.11889553070068,"[8, 50, 180, True]",1
44,987,1812,59852,50462,419,394,false,10971,true,315927,55307,81662,false,36360,51615,13972,556,180609,6,2711.6,180.11991238594055,"[8, 50, 180, True]",1
44,2,17567,7559,50462,419,394,false,34339,false,315927,55307,68869,false,34069,39512,13972,556,180609,6,2710.48,180.12519335746765,"[8, 50, 180, True]",1
44,295,42694,54089,4117,209,394,false,55700,false,467012,33853,57810,false,36360,37980,13972,556,180609,4,2708.17,180.12395644187927,"[8, 50, 180, True]",1
44,987,948,7559,19060,209,398,false,10971,true,323833,55307,81662,false,36360,51615,20032,556,86723,6,2705.26,180.12116694450378,"[8, 50, 180, True]",1
6598,548,17567,59852,82198,188,45,false,23008,false,28491,41498,555,true,34069,11147,22152,518,147469,8,2702.65,180.12193202972412,"[8, 50, 180, True]",1
44,987,1812,59852,50462,419,394,true,10971,true,315927,55307,81662,false,36360,51615,13972,556,180609,6,2699.82,180.12467122077942,"[8, 50, 180, True]",1
