innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
584,372568288,127,508207106,73500015,585583699,104199,907341319,0,21,11412488299,1074,3464602391,22,57383171,minimal,9497,77013981,47,795952,332.48,73.0859432220459,"[45, 45, 30000, 6, 0.7]",0
496,85051102,499,826015702,77928415,1054021881,54554,169479402,2,15,13232294203,219,2157482671,101,46377695,minimal,1847,60223702,47,521720,332.41,71.66364359855652,"[45, 45, 30000, 6, 0.7]",0
482,85051102,499,826015702,77928415,1054021881,98427,169479402,2,15,12620152129,28962,2157482671,22,46377695,full,1706,60223702,17,258673,328.96,70.8856840133667,"[45, 45, 30000, 6, 0.7]",0
543,729285224,320,894135445,98998059,970434758,23706,723122402,0,81,11167034557,8076,3877212419,124,82875289,full,3649,14291515,45,518850,320.02,74.96597146987915,"[45, 45, 30000, 6, 0.7]",0
860,168361060,499,1621305,77928415,1054021881,54554,169479402,0,15,11494608852,13866,2157482671,121,46377695,minimal,1847,115576040,47,521720,315.74,79.01731252670288,"[45, 45, 30000, 6, 0.7]",0
730,372568288,127,1034302207,73500015,645502209,24536,605082776,1,64,11412488299,1074,2925842706,65,38725266,noblob,8053,11082320,73,332521,306.44,72.12535977363586,"[45, 45, 30000, 6, 0.7]",0
584,729285224,1182,231419755,73500015,970434758,23706,723122402,0,21,13237806906,8076,3877212419,22,124070133,full,8053,11082320,26,258673,306.16,82.51042151451111,"[45, 45, 30000, 6, 0.7]",0
584,372568288,127,508207106,73500015,645502209,50456,725498851,1,21,11412488299,1074,2925842706,22,57383171,noblob,8053,11082320,47,258673,305.87,71.31622219085693,"[45, 45, 30000, 6, 0.7]",0
824,729285224,1182,231419755,98998059,970434758,23706,723122402,0,31,13237806906,8076,3877212419,46,124070133,full,3649,14291515,26,518850,302.94,71.04444861412048,"[45, 45, 30000, 6, 0.7]",0
574,159899301,1062,149609975,120958589,801478030,65856,674396124,0,72,15482594337,5883,1045490821,48,121869855,noblob,7569,50161418,52,825853,302.31,72.524418592453,"[45, 45, 30000, 6, 0.7]",0
482,892811388,127,19814502,73500015,788282795,98427,576643487,2,71,12620152129,26650,2925842706,22,84090204,full,1706,1987085,17,258673,302.28,71.57781600952148,"[45, 45, 30000, 6, 0.7]",0
874,318178856,2556,935487875,43401733,585583699,104199,907341319,0,57,10452728439,24553,3464602391,111,99248956,minimal,9497,77013981,97,795952,299.6,77.45413589477539,"[45, 45, 30000, 6, 0.7]",0
41,716001494,320,894135445,42875876,58047139,17089,410691903,1,81,11167034557,1412,1961148795,124,82875289,full,736,128127646,45,950144,297.85,70.53791046142578,"[45, 45, 30000, 6, 0.7]",0
41,716001494,320,894135445,71212493,58047139,17089,410691903,1,8,11167034557,1412,1961148795,124,82875289,full,736,128127646,45,950144,296.0,71.95680785179138,"[45, 45, 30000, 6, 0.7]",0
824,729285224,1182,672020912,98998059,970434758,23706,723122402,0,31,13237806906,8076,3877212419,46,124070133,full,3649,14291515,26,518850,295.82,71.15123414993286,"[45, 45, 30000, 6, 0.7]",0
824,168361060,2337,1621305,46073244,836442305,100493,2697512,0,52,13237806906,13866,4141563670,46,4282598,full,3649,6678637,26,518850,292.86,73.04778742790222,"[45, 45, 30000, 6, 0.7]",0
584,168361060,127,1621305,92064539,970434758,23706,723122402,1,21,11412488299,13866,3877212419,22,57383171,full,3649,14291515,47,258673,290.31,71.92361330986023,"[45, 45, 30000, 6, 0.7]",0
860,168361060,1182,1621305,92064539,970434758,23706,723122402,0,52,11494608852,13866,3877212419,121,124070133,full,3649,14291515,26,518850,290.15,71.01414251327515,"[45, 45, 30000, 6, 0.7]",0
730,441889082,409,1034302207,34754191,373403805,24536,605082776,1,64,15492693128,4837,2073925986,65,38725266,noblob,7930,47868779,73,332521,290.02,71.03455853462219,"[45, 45, 30000, 6, 0.7]",0
730,168361060,409,1621305,34754191,836442305,85664,969145095,1,64,11494608852,13866,2073925986,114,4282598,noblob,7930,47868779,66,27464,288.44,70.67623734474182,"[45, 45, 30000, 6, 0.7]",0
