inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,5,1,1,10,-0.07878787878787878,2.851316142082214,0
90,35,3,1,5,0.18787878787878787,2.853818106651306,0
70,10,1,2,15,0.7818181818181817,2.8660250663757325,0
70,5,2,2,10,-0.2121212121212121,2.8415802478790284,0
50,35,2,4,5,0.6606060606060605,2.8890755414962768,1
90,5,3,1,10,0.28484848484848485,2.8727861881256103,1
90,5,1,3,10,0.3939393939393939,2.8779648303985597,1
90,5,2,1,10,0.5030303030303029,2.8843543767929076,1
90,5,2,2,10,-0.6606060606060605,2.842106485366821,1
50,10,1,3,5,-0.34545454545454546,2.861217188835144,1
