inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,5,2,2,10,-0.6606060606060605,2.842106485366821,0
70,5,1,1,35,0.4545454545454545,2.888221549987793,0
70,35,3,1,10,-0.3939393939393939,2.8801528930664064,0
50,35,2,4,5,0.6606060606060605,2.8890755414962768,0
50,10,1,4,5,-0.3939393939393939,2.8941643238067627,1
90,35,3,1,10,0.28484848484848485,2.919549322128296,1
80,10,1,2,25,0.19999999999999998,2.963611197471619,2
50,35,3,1,25,-0.16363636363636364,2.961495852470398,2
70,5,2,2,35,-0.1515151515151515,3.0145915031433104,3
80,25,2,2,25,0.1515151515151515,3.8613948822021484,3
