ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,0.08252573013305664,0.4625251293182373,241944,2.351069211959839,356663,1676,5.682397365570068,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,On,On,On,Off,0.08896946907043457,0.40513157844543457,236416,2.188446521759033,356663,1676,5.0845911502838135,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,On,0.10059547424316406,0.41100120544433594,237848,2.2017688751220703,356663,1676,5.237473011016846,"[10, 50, 6, 4, 5]"
On,On,Off,On,Off,On,Off,On,Off,On,On,Off,On,Off,Off,On,Off,On,On,Off,0.08928561210632324,0.41428327560424805,237848,2.194481611251831,356663,1676,5.186713457107544,"[10, 50, 6, 4, 5]"
Off,On,On,Off,On,Off,Off,On,Off,Off,On,On,On,On,On,Off,Off,Off,Off,Off,0.08083271980285645,0.40835142135620117,240512,2.2522127628326416,356663,1676,5.093537330627441,"[10, 50, 6, 4, 5]"
On,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,0.08333468437194824,0.4043400287628174,237848,2.2041215896606445,356663,1676,5.240458011627197,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,On,On,0.08647894859313965,0.40670132637023926,241944,2.186732769012451,356663,1676,5.093046426773071,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,0.07151532173156738,0.4258296489715576,236416,2.1870336532592773,356663,1676,5.075672149658203,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,0.09427595138549805,1.4457206726074219,467960,4.276703119277954,828309,4503,8.22264552116394,"[10, 50, 6, 4, 10]"
Off,On,On,Off,On,Off,Off,On,Off,Off,On,On,On,On,On,Off,Off,Off,Off,Off,0.07521843910217285,1.4410881996154785,472056,4.286863327026367,828309,4503,8.229551315307617,"[10, 50, 6, 4, 10]"
