maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,cost,fidelity
16858,372,56803,29707,19881,302,271,false,44771,true,594932,49781,56406,true,35403,49390,63110,139,35578,6,2615.88,180.12297701835632,"[8, 50, 180, True]"
1458,395,21832,53011,28451,476,34,false,39778,false,471780,42626,48511,true,8999,20543,37170,114,93616,1,2620.04,180.1171760559082,"[8, 50, 180, True]"
497,253,20991,43465,62121,453,7,true,33181,true,70790,59858,3959,false,4285,60594,22770,577,449550,7,2507.78,180.12144994735718,"[8, 50, 180, True]"
11192,501,56238,38392,20860,312,353,true,16018,true,365573,53638,15302,true,17475,38197,56244,312,555958,5,2597.16,180.110698223114,"[8, 50, 180, True]"
29,704,29824,52106,52801,75,24,true,7419,false,336460,4092,36892,false,23462,60400,49169,683,342426,8,2673.57,180.0838804244995,"[8, 50, 180, True]"
5819,771,3095,11945,57605,281,236,true,33907,false,168746,33949,16415,false,21181,7296,21625,716,299222,6,2634.43,180.12042880058289,"[8, 50, 180, True]"
6834,589,50571,39393,23590,180,80,true,51989,true,554946,281,84798,true,10460,50813,46628,285,328338,3,2631.94,180.07776737213135,"[8, 50, 180, True]"
18461,385,5999,56708,6180,172,181,true,21867,true,598142,43931,53265,false,64721,14799,11539,875,37188,3,2616.17,180.11826968193054,"[8, 50, 180, True]"
9544,619,4458,48960,21548,370,64,true,51209,true,207065,8002,93191,true,41111,38357,59372,572,253948,2,2640.15,180.11040830612183,"[8, 50, 180, True]"
3717,139,12338,36619,19630,250,383,true,1285,false,402341,43495,70360,true,4861,47960,4470,530,447845,9,2655.25,180.1050796508789,"[8, 50, 180, True]"
16318,540,15294,28033,65133,201,287,false,20346,false,371429,4550,75287,true,28571,5008,43981,824,138428,5,2674.23,180.09759998321533,"[8, 50, 180, True]"
3867,191,27768,59590,36654,415,168,true,47996,true,27653,28659,37448,false,5848,41424,47224,607,479814,7,2648.91,180.11036372184753,"[8, 50, 180, True]"
13506,211,59520,44717,2486,229,471,false,44274,false,168505,46166,20563,true,8736,63587,53215,864,564613,3,2625.11,180.10261392593384,"[8, 50, 180, True]"
13828,238,44085,22048,30242,170,337,true,30527,true,183631,45225,82508,true,10092,51943,33956,684,33946,5,2664.61,180.12042498588562,"[8, 50, 180, True]"
13931,170,14030,48880,21915,404,347,false,2938,true,414198,8914,29643,true,24301,62124,8733,844,251221,6,2591.41,180.10590958595276,"[8, 50, 180, True]"
10729,90,1917,39316,27548,235,473,false,29869,false,543113,10452,59072,true,25390,48180,26976,941,166001,1,2645.69,180.0772783756256,"[8, 50, 180, True]"
12563,745,33866,16820,81529,448,408,false,14286,true,314793,22027,89140,false,63198,24069,57134,421,406912,1,2640.2,180.11885595321655,"[8, 50, 180, True]"
6940,214,55953,34543,56405,181,303,true,52845,false,420315,37926,60128,false,18579,30931,65528,755,76213,2,2664.06,180.11750984191895,"[8, 50, 180, True]"
2819,529,58863,54107,33822,481,65,true,44391,false,380005,29964,7312,false,61679,42260,11064,466,500770,8,2609.09,180.12222504615784,"[8, 50, 180, True]"
6646,462,6371,11061,24807,474,156,true,55146,false,23032,23054,41612,false,49989,40760,27148,907,387911,7,2584.33,180.11542177200317,"[8, 50, 180, True]"
6834,589,29824,52106,23590,390,24,true,51989,true,554946,4092,36892,true,10460,60400,46628,683,342426,3,2612.72,180.10278177261353,"[8, 50, 180, True]"
29,127,50571,39393,40958,180,80,true,7419,false,336460,281,84798,true,23462,50813,49169,285,328338,8,2670.77,180.12240958213806,"[8, 50, 180, True]"
3867,191,27768,59590,23590,415,80,true,47996,true,27653,28659,37448,false,10460,41424,43343,607,479814,3,2627.31,180.12211561203003,"[8, 50, 180, True]"
6834,589,50571,15928,36654,180,168,true,51989,true,554946,281,84798,true,5848,50813,46628,285,328338,7,2620.97,180.12274479866028,"[8, 50, 180, True]"
3867,139,27768,59590,19630,415,383,true,1285,false,402341,28659,70360,false,5848,47960,4470,530,447845,9,2665.22,180.11562418937683,"[8, 50, 180, True]"
3717,191,58350,36619,36654,250,168,true,9821,true,27653,43495,37448,true,4861,41424,47224,607,479814,7,2630.82,180.0605845451355,"[8, 50, 180, True]"
6646,704,29824,11061,24807,474,156,true,55146,false,23032,23054,41612,false,49989,60400,49169,907,342426,7,2616.71,180.05224895477295,"[8, 50, 180, True]"
29,462,6371,52106,52801,75,24,true,7419,false,336460,4092,36892,false,23462,40760,27148,683,387911,8,2715.11,180.11902809143066,"[8, 50, 180, True]"
6834,589,50571,39393,23590,180,80,true,52845,true,87034,281,92325,false,10460,50813,65528,755,76213,2,2638.57,180.12293076515198,"[8, 50, 180, True]"
6940,214,55953,34543,56405,181,303,true,51989,false,420315,37926,84798,true,18579,30931,46628,285,328338,3,2612.82,180.09995079040527,"[8, 50, 180, True]"
16318,704,29824,52106,52801,201,24,true,7419,false,56604,4092,75287,true,28571,5008,49169,824,138428,5,2670.3,180.0684380531311,"[8, 50, 180, True]"
29,540,15294,28033,65133,75,287,false,20346,false,371429,4550,36892,false,23462,14085,43981,683,342426,8,2743.06,180.11244916915894,"[8, 50, 180, True]"
3717,501,3242,36619,36287,312,462,true,1285,false,365573,15002,15302,true,17475,47960,4470,312,447845,9,2582.89,180.1249258518219,"[8, 50, 180, True]"
11192,139,56238,38392,20860,22,383,true,16018,true,402341,53638,70360,true,4861,38197,56244,530,555958,5,2694.32,180.12087893486023,"[8, 50, 180, True]"
12563,139,33866,36619,19630,250,408,false,14286,true,314793,43495,70360,false,4861,47960,4470,530,447845,9,2652.62,180.10666489601135,"[8, 50, 180, True]"
3717,745,12338,16820,81529,448,383,true,1285,false,402341,22027,4967,true,63198,24069,57134,510,63514,1,2605.07,180.06327509880066,"[8, 50, 180, True]"
10729,90,45429,39316,27548,235,473,true,52845,false,543113,37926,60128,false,25390,48180,26976,361,166001,2,2620.44,180.11672139167786,"[8, 50, 180, True]"
6940,214,1917,34543,56405,181,303,false,29869,false,420315,10452,59072,true,18579,30931,65528,755,76213,1,2621.42,180.1238706111908,"[8, 50, 180, True]"
10729,90,21832,53011,28451,235,473,false,39778,false,471780,10452,48511,true,8999,48180,37170,114,166001,1,2663.77,180.12190175056458,"[8, 50, 180, True]"
1458,395,1917,39316,27548,476,34,false,29869,false,543113,42626,59072,true,25390,20543,26976,941,93616,1,2621.05,180.09548091888428,"[8, 50, 180, True]"
16318,704,1917,52106,27548,201,473,true,29869,false,56604,10452,59072,true,25390,48180,26976,941,166001,5,2632.73,180.10422611236572,"[8, 50, 180, True]"
10729,90,29824,39316,52801,235,24,false,7419,false,543113,4092,75287,true,28571,5008,49169,824,138428,1,2627.8,180.10560369491577,"[8, 50, 180, True]"
29,85,29824,28033,65133,201,287,false,18148,false,371429,4092,75287,false,28571,14085,43981,683,138428,5,2674.2,180.10976243019104,"[8, 50, 180, True]"
16318,540,15294,52106,52801,75,24,true,7419,false,56604,4550,36892,true,21392,5008,49169,824,342426,8,2700.04,180.11529111862183,"[8, 50, 180, True]"
29,704,29824,52106,52801,201,24,true,7419,false,56604,4092,75287,true,28571,60400,49169,683,138428,8,2749.69,180.12022852897644,"[8, 50, 180, True]"
16318,704,29824,52106,52801,75,24,true,7419,false,336460,4092,36892,false,23462,5008,49169,824,342426,5,2669.08,180.1122007369995,"[8, 50, 180, True]"
12563,745,33866,52106,52801,201,24,true,40576,false,56604,4092,89140,false,63198,5008,57134,421,138428,4,2681.14,180.10056805610657,"[8, 50, 180, True]"
16318,704,29824,16820,81529,448,408,false,14286,true,314793,22027,75287,true,28571,24069,49169,824,406912,1,2613.71,180.1157262325287,"[8, 50, 180, True]"
6940,214,15294,34543,65133,201,78,true,52845,false,110505,4550,75287,true,18579,5008,65528,755,76213,8,2683.22,180.11590909957886,"[8, 50, 180, True]"
16318,540,55953,28033,56405,181,287,false,20346,false,420315,37926,60128,false,28571,30931,17067,824,138428,2,2620.06,180.1052508354187,"[8, 50, 180, True]"
482,191,27768,59590,36654,415,300,true,49495,true,402341,53638,37448,false,4861,41424,56244,530,479814,7,2619.4,180.11916613578796,"[8, 50, 180, True]"
11192,139,56238,38392,20860,226,168,true,16018,true,27653,28659,70360,true,5848,38197,47224,607,555958,5,2642.89,180.0993127822876,"[8, 50, 180, True]"
16318,540,15294,28033,65133,201,287,false,20346,false,371429,4550,75287,true,28571,40694,43981,824,138428,5,2592.48,180.12063360214233,"[8, 50, 180, True]"
6834,540,50571,28033,23590,180,287,true,52845,true,405011,4550,36892,false,10460,50813,65528,755,479651,8,2614.82,180.12032556533813,"[8, 50, 180, True]"
29,589,15294,39393,65133,75,80,false,20346,false,87034,281,92325,false,23462,14085,62756,683,76213,2,2683.95,180.106262922287,"[8, 50, 180, True]"
29,90,6371,52106,52801,235,24,false,7419,false,324801,4092,36892,true,25390,40760,27148,941,387911,8,2681.12,180.12094688415527,"[8, 50, 180, True]"
2961,462,1917,39316,27548,75,473,true,29869,false,336460,30436,59072,false,23462,48180,26976,683,166001,1,2684.01,180.12274074554443,"[8, 50, 180, True]"
29,462,6371,52106,52801,75,436,true,7419,false,336460,4092,36892,false,23462,40760,27148,683,387911,8,2764.74,180.11712980270386,"[8, 50, 180, True]"
29,462,6371,52106,52801,75,24,true,7419,false,336460,4092,4285,false,23462,40760,27148,683,387911,8,2711.35,180.12026143074036,"[8, 50, 180, True]"
29,462,35767,52106,52801,75,24,true,7419,false,336460,4092,36892,false,23462,40760,27148,683,387911,8,2742.69,180.10884284973145,"[8, 50, 180, True]"
2961,462,1917,38392,20860,22,473,true,29869,true,402341,53638,70360,false,4861,38197,26976,530,555958,5,2676.4,180.12259006500244,"[8, 50, 180, True]"
11192,139,56238,39316,27548,75,383,true,16018,false,336460,8880,59072,true,23462,48180,56244,683,166001,1,2697.15,180.11580348014832,"[8, 50, 180, True]"
29,540,15294,28033,65133,75,287,false,20346,false,371429,44428,36892,false,28571,14085,43981,683,342426,8,2726.17,180.12396812438965,"[8, 50, 180, True]"
29,85,29824,27988,65133,201,287,false,18148,false,371429,4092,75287,false,23462,14085,43981,683,138428,5,2719.46,180.07793402671814,"[8, 50, 180, True]"
2961,540,15294,39316,27548,75,287,false,20346,false,336460,30436,59072,false,23462,48180,26976,683,342426,1,2671.02,180.10736966133118,"[8, 50, 180, True]"
29,462,1917,28033,65133,75,473,true,29869,false,366091,4550,36892,true,23462,57507,43981,683,166001,8,2687.61,180.1251950263977,"[8, 50, 180, True]"
16318,540,35767,52106,52801,75,24,true,7419,false,336460,4092,54767,true,21392,5008,27148,824,387911,8,2669.8,180.1218068599701,"[8, 50, 180, True]"
29,462,15294,52106,52801,75,24,true,7419,false,56604,4550,36892,false,23462,40760,49169,683,342426,8,2672.59,180.1130247116089,"[8, 50, 180, True]"
