fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,On,On,On,0.09169340133666992,1.6776375770568848,521896,34.366477251052856,2152160,10605,40.036253929138184,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,0.07792925834655762,1.6321141719818115,513896,34.12149119377136,2152160,10605,38.42858386039734,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,0.08366727828979492,1.460505723953247,522088,34.13562631607056,2152160,10605,38.209869146347046,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,On,On,On,0.08636760711669922,1.4976778030395508,521896,34.10681748390198,2152160,10605,38.44097185134888,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,0.08680915832519531,1.5418753623962402,515192,34.155701875686646,2152160,10605,38.341313123703,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,On,Off,Off,On,Off,On,On,On,On,On,On,On,Off,0.09659218788146973,1.5339417457580566,523384,34.12505340576172,2152160,10605,38.4287850856781,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,0.09721994400024414,1.47300386428833,522088,34.0727903842926,2152160,10605,38.302735328674316,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,0.08545804023742676,1.5114848613739014,513896,34.06348752975464,2152160,10605,38.405638456344604,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,On,On,0.08876156806945801,1.5159742832183838,523192,34.07104158401489,2152160,10605,38.32728123664856,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,Off,Off,Off,On,0.09769940376281738,1.518692970275879,522088,34.10754632949829,2152160,10605,38.402918100357056,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,On,On,On,On,Off,Off,Off,Off,Off,On,Off,Off,On,On,0.10191798210144043,1.5070319175720215,522088,34.01765727996826,2152160,10605,38.188393115997314,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,0.08381414413452148,1.4665443897247314,523384,33.99825072288513,2152160,10605,38.01589250564575,"[10, 50, 6, 4, 50]"
