ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
On,On,On,Off,Off,Off,Off,Off,On,On,Off,On,On,On,Off,On,On,On,On,On,0.0635068416595459,2.8264706134796143,"[80, 10, 1, 4, 10]",0.8424242424242423
On,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,On,On,0.06562614440917969,2.8541572093963623,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,0.06725955009460449,2.906146764755249,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,Off,On,On,On,On,On,0.06879568099975586,2.7117650508880615,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,On,Off,Off,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,0.07119107246398926,2.814038038253784,"[80, 10, 1, 4, 10]",0.8424242424242423
On,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,On,On,On,On,On,0.07134079933166504,2.7999134063720703,"[80, 10, 1, 4, 10]",0.8424242424242423
Off,On,Off,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,On,On,On,On,0.07171154022216797,2.7665343284606934,"[80, 10, 1, 4, 10]",0.8424242424242423
On,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,On,Off,On,On,Off,On,On,0.07229065895080566,2.7452850341796875,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,0.07234835624694824,2.8054251670837402,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,0.07303905487060547,2.896036386489868,"[80, 10, 1, 4, 10]",0.8424242424242423
On,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,On,On,On,On,On,0.07419586181640625,2.7419092655181885,"[80, 10, 1, 4, 10]",0.8424242424242423
Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,Off,On,On,0.0747678279876709,2.7704219818115234,"[80, 10, 1, 4, 10]",0.8424242424242423
Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,Off,On,Off,0.07516121864318848,2.8301916122436523,"[80, 10, 1, 4, 10]",0.8424242424242423
Off,Off,Off,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,On,On,0.07542896270751953,2.7449920177459717,"[80, 10, 1, 4, 10]",0.8424242424242423
Off,On,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,On,0.07567620277404785,2.921130657196045,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,On,On,On,On,0.07583403587341309,2.7547762393951416,"[80, 10, 1, 4, 10]",0.8424242424242423
On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,Off,On,On,On,On,On,0.07613754272460938,2.8571808338165283,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,On,On,On,On,0.07627463340759277,2.754417657852173,"[80, 10, 1, 4, 10]",0.8424242424242423
Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,On,On,On,On,On,On,0.07628297805786133,2.864955425262451,"[80, 10, 1, 4, 10]",0.8424242424242423
On,Off,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,On,On,On,On,0.07718658447265625,2.821424961090088,"[80, 10, 1, 4, 10]",0.8424242424242423
