inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,20,3,1,10,0.41818181818181815,2.795439124107361,0
50,20,1,1,10,0.32121212121212117,2.794872999191284,0
90,20,1,1,5,0.0303030303030303,2.7895291328430174,0
80,10,1,4,10,0.8424242424242423,2.8411729097366334,0
80,20,1,1,10,0.0303030303030303,2.782964324951172,0
70,20,1,1,15,0.32121212121212117,2.822059154510498,1
90,5,1,1,10,0.16363636363636364,2.797873067855835,1
80,10,1,1,15,0.2606060606060606,2.8109234094619753,1
90,15,2,4,10,0.49090909090909085,2.918340063095093,1
60,20,2,1,10,0.32121212121212117,2.8530500888824464,1
