threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,50,True,0.7939393939393938,50.12213227748871,0
8,35,10,True,0.01818181818181818,10.055479311943055,0
8,50,10,True,0.5393939393939393,10.057371425628663,0
8,30,45,True,0.6969696969696969,45.10129120349884,0
8,25,55,True,0.7818181818181817,55.114626836776736,1
8,40,15,True,0.49090909090909085,15.067939305305481,1
8,40,50,True,0.6121212121212121,50.126833653450014,1
8,35,25,True,0.43030303030303024,25.089799094200135,2
8,15,60,True,0.5757575757575757,60.075591397285464,2
8,45,40,True,0.2121212121212121,40.118409395217896,3
