threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,10,True,0.7818181818181817,10.051210927963258,0
8,35,55,True,0.8787878787878788,55.12801551818848,0
8,30,50,False,0.8666666666666665,50.10852711200714,0
8,30,45,True,0.6969696969696969,45.10129120349884,1
8,40,35,True,0.6969696969696969,35.112198042869565,1
6,20,10,True,0.6848484848484848,10.051852440834045,1
8,35,50,True,0.7939393939393938,50.12213227748871,1
6,35,50,True,0.7575757575757575,50.11551187038422,1
8,35,10,True,0.01818181818181818,10.055479311943055,2
8,25,55,True,0.7818181818181817,55.114626836776736,2
