threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,10,True,0.7818181818181817,10.051210927963258,0
10,10,45,True,0.8787878787878788,45.08305139541626,0
6,35,45,True,0.9393939393939393,45.10981707572937,0
8,40,35,True,0.6969696969696969,35.112198042869565,1
6,20,10,True,0.6848484848484848,10.051852440834045,1
8,30,45,True,0.6969696969696969,45.10129120349884,1
8,35,55,True,0.8787878787878788,55.12801551818848,1
8,30,50,False,0.8666666666666665,50.10852711200714,1
8,40,45,True,0.7818181818181817,45.12456424236298,1
8,30,10,False,0.32121212121212117,10.052671599388123,2
