innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
467,908514592,14373,705314377,60761437,440448220,70519,235112961,1,4,14007534272,6601,3549340583,108,127333238,noblob,1740,74435093,66,897859,237.04,248.9905104637146,"[180, 50, 100000, 4, 0.5]",63.157220125198364,180.1541290283203,2.0289433002471924
540,146296942,20498,515233434,105134304,651830248,98004,445945712,2,69,15029122437,11228,4083292627,73,19985036,full,9307,97760166,97,468651,250.2,248.78471207618713,"[180, 50, 100000, 4, 0.5]",64.25774955749512,180.10533905029297,1.3293988704681396
742,291344800,35315,648786356,29775230,253168381,29104,982789393,2,36,14431238055,28021,3143110664,43,85546463,full,6274,65487436,49,131794,249.32,258.53914499282837,"[180, 50, 100000, 4, 0.5]",74.36107516288757,180.15672993659973,0.9226047992706299
939,982093136,34493,44048265,77122368,319084689,35032,692651224,2,84,10373864430,2407,467096823,5,3118609,noblob,8836,105987989,54,370797,249.97,258.3381886482239,"[180, 50, 100000, 4, 0.5]",73.35247111320496,180.1555633544922,1.7249488830566406
822,37934199,28518,179505526,92948547,822138273,114186,641999305,0,24,13257419067,12724,2265456685,85,53865919,minimal,7534,130315244,4,24495,245.38,258.7496635913849,"[180, 50, 100000, 4, 0.5]",74.12643027305603,180.13166618347168,1.4104082584381104
271,598059402,5265,899546340,39746757,782720465,14553,902066130,1,39,11480154577,24705,834853795,59,69577319,noblob,1035,17794542,19,600783,249.25,245.41760182380676,"[180, 50, 100000, 4, 0.5]",60.24734592437744,180.09139132499695,1.9927170276641846
162,685697334,18955,1059099116,126543903,107764657,117503,5391379,0,92,12025140189,17853,2027776176,121,40826040,minimal,3809,6301784,37,760394,256.15,254.66597604751587,"[180, 50, 100000, 4, 0.5]",70.05755043029785,180.12458848953247,1.3761413097381592
99,428341080,1439,364769866,3974190,965802839,54732,357660300,2,51,12950125984,21579,1606230576,17,113130329,noblob,4039,46017613,84,711779,298.47,248.99310564994812,"[180, 50, 100000, 4, 0.5]",64.63584113121033,180.13044595718384,1.120316743850708
157,319900362,4055,243297040,14642206,920135170,63396,366303384,2,49,12248044327,23624,873933894,14,119385608,full,5818,54865372,82,715432,280.4,247.62972927093506,"[180, 50, 100000, 4, 0.5]",63.295740365982056,180.15722179412842,1.0670721530914307
107,563549140,3158,192056005,18740043,870552375,50301,375177705,2,68,12815283046,21051,2019935498,26,97056372,noblob,4785,38890988,94,688028,278.56,252.89036583900452,"[180, 50, 100000, 4, 0.5]",68.50659441947937,180.13416814804077,1.1422638893127441
