8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,encode_time,avg_cpu_util,output_file_mb,bitrate_kbps,encode_fps,cost,fidelity
0,"p8x8,b8x8,i8x8,i4x4",3,0.41129212610548255,0,3,1,-9,32.62399378974801,2:2,none,1,153,1,tesa,32,0,1,cbr,1,53.62,53.62,1181.462141,13.985989,5875.941939,22.52,53.99799823760986,"['Action', '1080p', 60, '20s']"
0,all,3,1.4420006052783867,1,15,0,3,46.08628602445649,-2:2,auto,1,340,3,esa,44,0,1,none,1,29.91,29.91,1259.645603,2.878128,1209.189696,40.19,30.091740131378174,"['Action', '1080p', 60, '20s']"
1,all,2,1.0412301428744215,2,14,0,1,1.966339435758265,4:-4,spatial,0,224,0,tesa,53,0,0,none,0,233.92,233.92,946.477428,176.545338,74172.100531,5.13,234.14692068099976,"['Action', '1080p', 60, '20s']"
1,p8x8,0,1.1785921535174555,1,2,0,-9,40.46379199470444,4:4,spatial,1,114,2,dia,8,0,0,none,1,11.94,11.94,626.046901,5.708282,2398.2238,101.21,12.1411612033844,"['Action', '1080p', 60, '20s']"
1,p8x8,2,0.3848551779961719,2,0,0,2,30.37563557105402,0:0,spatial,0,78,0,umh,19,0,1,none,1,13.8,13.8,970.507246,15.589859,6549.776986,87.42,13.98512077331543,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",2,0.6276849757212097,2,15,0,-4,12.766671353183067,-2:2,auto,0,402,4,hex,63,1,0,vbr,0,67.94,67.94,476.906094,59.879025,25157.011133,17.67,68.16993641853333,"['Action', '1080p', 60, '20s']"
1,all,0,0.09409035844131797,0,10,1,5,45.520180891335364,6:6,temporal,0,370,1,dia,35,1,0,vbr,1,19.23,19.23,434.165367,4.21488,1770.800104,62.81,19.416276693344116,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",0,0.4949634430111438,0,16,1,-8,35.66918443159663,-3:3,auto,0,352,2,esa,24,1,1,vbr,1,29.26,29.26,1300.205058,12.831277,5390.812197,41.17,29.45802402496338,"['Action', '1080p', 60, '20s']"
0,p8x8,1,1.3464881819160546,2,1,1,-12,44.043777803016425,3:3,none,0,100,3,tesa,37,1,1,cbr,1,23.73,23.73,1372.566372,5.061825,2126.627544,50.72,23.915071487426758,"['Action', '1080p', 60, '20s']"
0,none,1,1.5665217565607168,1,13,1,8,37.39201389481872,5:5,none,0,192,0,dia,15,1,0,vbr,1,10.12,10.12,884.58498,7.305164,3069.123154,120.28,10.306981563568115,"['Action', '1080p', 60, '20s']"
0,p4x4,3,0.538144021753798,0,5,1,-1,25.772071014559597,4:4,temporal,1,11,2,dia,51,1,0,cbr,1,10.96,10.96,734.854015,28.629222,12028.012487,110.98,11.167174100875854,"['Action', '1080p', 60, '20s']"
0,all,0,1.3268930524952323,0,9,1,-5,25.28231203959974,5:-5,spatial,0,176,1,tesa,27,0,1,vbr,1,66.07,66.07,1326.502195,33.885318,14236.259261,18.18,66.27498936653137,"['Action', '1080p', 60, '20s']"
0,p4x4,3,0.30946698587933397,2,12,1,10,15.517077702817133,-6:6,none,1,48,2,tesa,29,1,0,cbr,0,92.04,92.04,388.01608,59.379188,24947.014341,13.04,92.24470853805542,"['Action', '1080p', 60, '20s']"
1,all,1,1.6342953786099157,2,9,0,11,18.66110516310238,-5:5,none,1,63,3,dia,18,0,1,vbr,0,46.56,46.56,542.117698,37.563592,15781.614828,25.82,46.768473386764526,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,1.1162152443509503,2,0,0,4,42.032738015645215,3:-3,auto,0,32,1,umh,5,1,0,none,1,10.88,10.88,650.827206,4.631823,1945.970452,111.73,11.07437777519226,"['Action', '1080p', 60, '20s']"
0,p8x8,2,0.14413735850865816,1,4,0,-11,11.864999561581305,5:-5,auto,1,428,4,tesa,42,0,1,vbr,0,88.84,88.84,843.977938,109.016924,45801.346815,13.5,89.05279207229614,"['Action', '1080p', 60, '20s']"
1,none,3,1.9738075366220924,0,5,1,-4,37.75222817907664,-4:4,temporal,1,293,4,umh,13,1,1,none,1,11.77,11.77,1032.20051,9.003769,3782.758935,103.21,11.953436136245728,"['Action', '1080p', 60, '20s']"
0,p4x4,0,1.4786283854936473,1,8,1,8,8.74393935659576,-1:1,temporal,0,271,4,hex,21,0,1,cbr,0,13.21,13.21,1184.102952,109.404724,45964.273557,92.0,13.481703281402588,"['Action', '1080p', 60, '20s']"
0,p8x8,1,0.7900577216900141,1,11,0,4,23.248183694939076,0:0,spatial,1,265,0,esa,55,1,1,cbr,0,79.22,79.22,843.814693,28.15267,11827.7984,15.14,79.4159083366394,"['Action', '1080p', 60, '20s']"
1,p4x4,2,0.9888124910962786,2,6,0,0,50.30542774255449,1:-1,temporal,0,393,4,esa,25,0,1,cbr,0,27.67,27.67,628.767618,2.21831,931.980085,43.45,27.87061357498169,"['Action', '1080p', 60, '20s']"
1,p8x8,1,0.21820374954177896,1,8,0,7,31.01578311277911,6:-6,auto,1,325,2,dia,61,0,0,vbr,0,14.87,14.87,715.198386,13.698572,5755.189487,81.1,15.061091423034668,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",2,1.8508632592760865,0,3,1,12,27.214825975547445,1:1,none,1,206,4,hex,57,1,1,none,1,14.54,14.54,1431.568088,17.994282,7559.948588,83.31,14.735085248947144,"['Action', '1080p', 60, '20s']"
0,none,1,0.8567176072643083,1,12,0,-3,7.0197050884670205,2:-2,auto,1,245,1,esa,41,0,1,none,0,35.38,35.38,1283.493499,135.634829,56984.343356,33.98,35.59528708457947,"['Action', '1080p', 60, '20s']"
0,none,0,1.8693710326411401,1,5,1,-6,14.233472510717883,2:2,spatial,0,495,2,umh,40,1,0,none,1,16.98,16.98,1162.249706,75.522476,31729.304045,71.28,17.191716194152832,"['Action', '1080p', 60, '20s']"
1,p4x4,0,0.9219564574188849,0,13,1,-7,20.994808097568537,-4:4,temporal,1,133,0,esa,33,1,0,cbr,1,27.6,27.6,1449.275362,67.173301,28221.559863,43.59,27.822052001953125,"['Action', '1080p', 60, '20s']"
1,all,3,1.7046800481757411,2,2,1,-2,4.88044765731368,6:-6,spatial,1,147,3,hex,7,0,0,cbr,0,23.48,23.48,1259.412266,146.982936,61752.030622,51.32,23.70865774154663,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",2,0.05639618021826571,1,10,0,-1,6.612422246085652,3:3,none,0,448,0,umh,48,0,0,vbr,0,39.58,39.58,1289.666498,123.454197,51866.887147,30.36,39.82643532752991,"['Action', '1080p', 60, '20s']"
0,none,1,1.2390151383225683,2,7,1,-11,19.780225849072995,4:-4,spatial,0,307,1,hex,59,0,0,vbr,0,55.35,55.35,224.119241,47.721178,20049.127679,21.68,55.559168338775635,"['Action', '1080p', 60, '20s']"
1,p4x4,2,1.772934965514659,0,7,0,6,0.5994911891241008,6:6,temporal,0,456,3,umh,50,1,0,none,0,19.3,19.3,824.974093,382.382079,160650.416417,62.7,19.573103427886963,"['Action', '1080p', 60, '20s']"
0,none,0,0.7230913771988826,0,15,0,11,48.65332512217102,1:-1,auto,1,471,3,hex,10,1,1,cbr,0,10.82,10.82,608.410351,2.550556,1071.566727,111.8,11.00486946105957,"['Action', '1080p', 60, '20s']"
0,all,2,1.7633507444239218,0,16,0,2,50.74164601535727,-1:1,none,0,45,0,dia,25,1,1,none,1,12.82,12.82,1018.25273,4.774984,2006.117095,94.62,13.030105113983154,"['Action', '1080p', 60, '20s']"
1,p8x8,2,1.377905126706709,2,11,1,12,30.75080428055236,1:1,auto,0,424,2,umh,10,1,0,none,0,60.45,60.45,305.624483,11.870003,4986.951503,19.85,60.661479473114014,"['Action', '1080p', 60, '20s']"
1,none,3,0.27994630373422824,2,0,1,4,28.473456685625585,-3:3,none,0,239,0,hex,7,1,1,none,1,9.61,9.61,665.66077,18.778101,7889.255027,126.75,9.821670532226562,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",0,1.427256513228867,0,6,0,-11,22.531399594245222,5:5,none,0,273,3,dia,7,1,0,vbr,1,16.71,16.71,1392.818671,46.602989,19579.342311,72.16,16.918562650680542,"['Action', '1080p', 60, '20s']"
0,none,1,1.3428452241217015,2,0,1,-2,9.603817471907691,4:4,none,0,299,2,hex,35,1,1,cbr,1,12.21,12.21,993.120393,116.624077,48997.344624,99.66,12.448909759521484,"['Action', '1080p', 60, '20s']"
1,all,0,0.7066478017571813,2,4,1,6,26.330813662290538,6:-6,none,0,300,0,dia,9,1,1,vbr,1,18.94,18.94,1183.790919,22.581218,9487.06081,63.81,19.166090726852417,"['Action', '1080p', 60, '20s']"
0,none,0,1.7370522054570723,0,16,1,5,39.62865419504838,4:-4,temporal,1,267,4,umh,34,0,1,none,1,13.21,13.21,1033.989402,8.266029,3472.811962,91.75,13.416826009750366,"['Action', '1080p', 60, '20s']"
0,all,0,1.228609014040833,2,3,0,-9,11.211417272050046,-6:6,none,0,105,0,hex,10,1,0,none,1,22.79,22.79,1348.530057,92.924396,39040.383054,52.96,23.02071237564087,"['Action', '1080p', 60, '20s']"
0,p8x8,1,0.48849911783092836,0,3,1,-12,28.526979033605652,-4:4,spatial,0,96,2,hex,48,1,0,none,1,12.39,12.39,953.753027,22.038385,9259.000313,97.52,12.595335721969604,"['Action', '1080p', 60, '20s']"
0,p4x4,3,1.9688915223289716,1,3,0,1,30.603252732420984,4:4,none,0,293,0,umh,59,0,1,vbr,1,16.09,16.09,1332.877564,15.957865,6704.387467,75.23,16.292339324951172,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",2,0.11723719473463312,1,6,0,-9,29.756949969349872,0:0,none,0,249,0,dia,11,1,1,cbr,1,14.17,14.17,1357.798165,18.132413,7617.981709,85.5,14.396092891693115,"['Action', '1080p', 60, '20s']"
1,p8x8,2,1.4408199727536448,0,16,0,10,40.3838637738349,-3:3,spatial,1,41,4,dia,25,0,0,cbr,1,12.35,12.35,683.724696,5.671821,2382.905469,97.8,12.549567222595215,"['Action', '1080p', 60, '20s']"
1,none,3,0.7124334067865457,1,12,0,0,38.94797971830775,4:-4,none,1,167,1,dia,6,1,0,none,1,15.94,15.94,398.431619,6.581977,2765.289971,75.94,16.163220643997192,"['Action', '1080p', 60, '20s']"
0,p4x4,0,0.1439286240424822,1,6,1,1,42.800156655270555,2:2,none,1,232,1,umh,16,1,0,none,1,17.41,17.41,478.920161,5.026195,2111.658195,69.22,17.628427982330322,"['Action', '1080p', 60, '20s']"
0,p8x8,1,0.17803521857297233,1,4,1,0,30.93025853894852,1:1,auto,1,173,0,hex,19,0,0,vbr,1,12.37,12.37,959.094584,14.190107,5961.698465,97.62,12.55841326713562,"['Action', '1080p', 60, '20s']"
0,none,2,0.12125459093559776,0,1,1,10,14.684332012912636,1:1,none,1,117,2,hex,4,1,1,cbr,1,12.41,12.41,848.428687,69.881251,29359.252799,97.97,12.691503524780273,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",1,1.1413093260491733,0,5,1,4,50.92695601557077,4:-4,temporal,0,154,0,umh,5,1,1,cbr,1,10.86,10.86,841.804788,1.933016,812.119118,111.4,11.057774305343628,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,1.3959674107052027,1,13,1,-7,12.99421335757705,5:-5,none,1,358,0,hex,54,0,1,cbr,1,19.33,19.33,1460.217279,71.424088,30007.44591,62.32,19.557085514068604,"['Action', '1080p', 60, '20s']"
1,none,1,0.4256380850688475,0,6,1,8,30.243437718857415,0:0,spatial,0,298,1,hex,46,0,1,cbr,1,16.22,16.22,480.27127,16.766563,7044.146527,74.62,16.437168836593628,"['Action', '1080p', 60, '20s']"
0,p4x4,0,0.618491016747255,0,0,1,-10,48.99347015980958,2:-2,temporal,0,319,0,hex,21,0,1,none,1,9.26,9.26,460.583153,2.687998,1129.310165,131.64,9.464054107666016,"['Action', '1080p', 60, '20s']"
1,all,3,1.7009334310022264,1,0,0,-12,38.28858966320812,2:2,temporal,1,127,2,umh,52,0,1,vbr,1,23.38,23.38,684.858854,8.348663,3507.529023,51.47,23.600744485855103,"['Action', '1080p', 60, '20s']"
1,none,1,0.7198278928493325,2,2,0,0,33.39479470848335,2:-2,spatial,1,25,0,umh,27,1,0,none,1,12.33,12.33,920.600162,11.402093,4790.368267,98.45,12.552392482757568,"['Action', '1080p', 60, '20s']"
1,p4x4,3,1.9661857499760473,1,5,0,-3,50.84751896415818,3:-3,auto,0,466,2,hex,44,0,1,none,1,12.71,12.71,450.354052,1.900841,798.601389,94.97,12.929035186767578,"['Action', '1080p', 60, '20s']"
1,p4x4,2,0.3812616929393968,2,2,1,1,41.041568725105314,3:-3,auto,0,133,0,hex,41,0,1,cbr,1,12.27,12.27,620.0489,4.534145,1904.933257,98.93,12.48861813545227,"['Action', '1080p', 60, '20s']"
1,none,0,0.6067460388487713,0,0,0,6,16.559230851168557,-3:3,auto,0,82,4,hex,13,1,1,vbr,1,11.43,11.43,745.669291,63.213992,26558.133113,105.91,11.66177225112915,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",0,0.18243718529357889,0,0,1,6,49.22296327445782,-3:3,temporal,0,193,0,dia,4,1,1,none,1,9.87,9.87,541.438703,2.513226,1055.882987,123.37,10.073513507843018,"['Action', '1080p', 60, '20s']"
1,none,1,0.13839280851124913,2,3,1,12,9.044690962281331,3:-3,temporal,1,407,0,dia,7,1,0,cbr,1,15.09,15.09,1005.036448,105.421731,44290.896222,80.37,15.313122987747192,"['Action', '1080p', 60, '20s']"
0,p4x4,3,0.3384260551672347,1,1,0,-3,28.67609852379356,5:5,spatial,0,361,0,dia,11,0,0,none,1,10.01,10.01,775.624376,17.460619,7335.740512,121.63,10.216188430786133,"['Action', '1080p', 60, '20s']"
1,p8x8,3,0.8557735425154156,1,1,1,8,7.745454859875023,1:-1,auto,1,270,3,hex,6,0,0,vbr,1,16.85,16.85,1284.747774,116.03872,48751.418351,71.65,17.080935955047607,"['Action', '1080p', 60, '20s']"
0,all,2,1.8841289067794995,1,0,0,6,50.45473684519821,2:-2,spatial,0,462,0,hex,52,0,0,vbr,1,9.61,9.61,611.44641,2.263505,950.96773,126.8,9.80453109741211,"['Action', '1080p', 60, '20s']"
0,p8x8,1,0.05168570250788518,2,1,0,-8,23.784347867375534,2:-2,none,1,462,0,dia,31,0,1,cbr,1,13.35,13.35,1199.775281,36.340578,15267.789261,90.46,13.575089454650879,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",2,0.2589592450903444,2,0,1,8,39.54389257310882,4:4,auto,1,238,0,hex,4,1,0,none,1,9.79,9.79,723.595506,5.382128,2261.196623,124.35,10.01261281967163,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",2,0.47847873688706266,1,0,0,7,43.303687900498495,5:5,spatial,1,310,0,dia,17,1,1,cbr,1,9.5,9.5,622.947368,3.487312,1465.126653,128.12,9.731372356414795,"['Action', '1080p', 60, '20s']"
0,none,3,0.06200549174309389,0,0,1,0,24.04218286256519,4:4,auto,0,208,0,hex,56,0,0,vbr,1,10.3,10.3,708.15534,31.757426,13342.266889,118.27,10.517598867416382,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",2,0.8408371142632809,2,0,0,-7,43.1124165753579,4:-4,auto,1,290,0,dia,12,1,1,none,1,9.45,9.45,653.121693,3.806515,1599.233362,128.76,9.657575368881226,"['Action', '1080p', 60, '20s']"
0,p4x4,3,1.7912117149325706,0,2,1,3,41.95814059487511,5:5,spatial,0,228,4,hex,55,0,0,none,1,9.31,9.31,794.092374,4.332907,1820.386748,130.88,9.515506744384766,"['Action', '1080p', 60, '20s']"
1,p8x8,0,0.22163069770216426,1,2,0,-7,42.15856141410615,5:5,auto,0,370,0,umh,45,0,1,cbr,1,15.73,15.73,1035.473617,4.579694,1924.069551,76.65,15.931631803512573,"['Action', '1080p', 60, '20s']"
0,p8x8,1,0.8992250365582033,2,0,1,-9,28.076155287268264,4:-4,temporal,1,406,0,hex,60,0,1,cbr,1,11.92,11.92,972.902685,21.738458,9132.9915,101.74,12.141045093536377,"['Action', '1080p', 60, '20s']"
0,all,1,0.4437891576949937,1,0,1,4,40.30383004304424,3:3,none,1,129,3,umh,5,1,0,vbr,1,10.74,10.74,724.860335,5.09877,2142.149413,113.21,10.955851793289185,"['Action', '1080p', 60, '20s']"
0,p4x4,2,0.8163235276099616,0,6,0,-12,31.37977119442375,-4:4,none,0,3,4,hex,36,1,0,none,1,8.03,8.03,750.435866,17.673164,7425.037338,152.15,8.263614416122437,"['Action', '1080p', 60, '20s']"
0,all,2,1.1264185362436503,1,9,1,-2,47.15266655148786,-3:3,auto,0,64,2,umh,13,0,0,vbr,1,14.89,14.89,695.298858,2.573242,1081.097812,81.31,15.092558145523071,"['Action', '1080p', 60, '20s']"
1,all,1,1.2479481587971246,0,4,0,8,34.366854965327164,2:-2,none,1,183,4,dia,54,0,1,cbr,1,12.79,12.79,1263.721658,10.56881,4440.280794,94.86,13.035113096237183,"['Action', '1080p', 60, '20s']"
0,p8x8,0,0.7074022519884928,0,15,0,-5,27.443496679422566,4:4,auto,0,5,2,dia,54,1,1,vbr,1,8.93,8.93,700.895857,21.741986,9134.473971,136.68,9.148626327514648,"['Action', '1080p', 60, '20s']"
