fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,0.08869338035583496,0.2813847064971924,35432,0.3643314838409424,140021,719,3.7660765647888184,"[80, 35, 2, 2, 15]"
On,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,On,On,0.09770560264587402,0.20139861106872559,35432,0.29378390312194824,140021,719,3.1777422428131104,"[80, 35, 2, 2, 15]"
Off,Off,On,On,On,Off,On,On,On,Off,On,On,On,On,Off,Off,On,Off,Off,On,0.09359025955200195,0.1963338851928711,36464,0.2788736820220947,140021,719,3.18416690826416,"[80, 35, 2, 2, 15]"
On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,0.09010863304138184,1.65480375289917,513896,34.81183433532715,2152160,10605,39.13634133338928,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,On,On,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,0.10075044631958008,0.19081330299377441,36464,0.2883727550506592,140021,719,3.1720800399780273,"[80, 35, 2, 2, 15]"
Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,On,Off,On,Off,Off,On,0.10260653495788574,0.18918919563293457,36464,0.27226924896240234,140021,719,3.1830921173095703,"[80, 35, 2, 2, 15]"
On,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,0.07909345626831055,0.19922590255737305,36464,0.2701594829559326,140021,719,3.0348551273345947,"[80, 35, 2, 2, 15]"
Off,Off,Off,On,On,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,Off,On,On,0.09719085693359375,0.17593002319335938,35432,0.29703831672668457,140021,719,3.1582202911376953,"[80, 35, 2, 2, 15]"
On,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,0.0920255184173584,1.5263736248016357,515000,34.13330316543579,2152160,10605,38.216697692871094,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.07353520393371582,0.22971844673156738,36464,0.28670501708984375,140021,719,3.1630337238311768,"[80, 35, 2, 2, 15]"
On,On,On,On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.07440757751464844,1.511995553970337,523192,34.146358013153076,2152160,10605,38.27457404136658,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,0.09061479568481445,0.18871355056762695,36464,0.28523683547973633,140021,719,3.0212883949279785,"[80, 35, 2, 2, 15]"
On,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,0.08937716484069824,0.21848797798156738,35432,0.28353452682495117,140021,719,3.07987642288208,"[80, 35, 2, 2, 15]"
Off,Off,On,On,On,On,Off,On,On,On,Off,Off,On,On,Off,Off,Off,On,On,Off,0.09179234504699707,0.18480944633483887,35432,0.2734034061431885,140021,719,3.0905489921569824,"[80, 35, 2, 2, 15]"
Off,On,Off,Off,On,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,On,On,Off,0.08759260177612305,0.2305774688720703,36464,0.28839874267578125,140021,719,3.1281306743621826,"[80, 35, 2, 2, 15]"
Off,Off,On,On,On,On,On,On,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,0.08243584632873535,0.22443199157714844,35432,0.28336572647094727,140021,719,3.1675865650177,"[80, 35, 2, 2, 15]"
On,On,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,On,Off,On,On,0.09270548820495605,0.18963003158569336,36464,0.2847576141357422,140021,719,3.0645954608917236,"[80, 35, 2, 2, 15]"
On,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,On,On,On,On,Off,Off,0.09778904914855957,0.22063636779785156,36464,0.2782447338104248,140021,719,3.0845816135406494,"[80, 35, 2, 2, 15]"
Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,0.08748817443847656,0.18387389183044434,36464,0.2871429920196533,140021,719,3.0012571811676025,"[80, 35, 2, 2, 15]"
Off,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,0.08972859382629395,0.22849655151367188,35432,0.2813539505004883,140021,719,3.070100784301758,"[80, 35, 2, 2, 15]"
On,Off,On,Off,Off,On,Off,On,On,On,On,Off,On,On,On,On,On,Off,Off,Off,0.08109235763549805,0.22951340675354004,36464,0.27448201179504395,140021,719,3.0349910259246826,"[80, 35, 2, 2, 15]"
Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,On,On,0.07693099975585938,0.223297119140625,35432,0.27933192253112793,140021,719,3.0152618885040283,"[80, 35, 2, 2, 15]"
On,On,On,Off,On,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,0.08121705055236816,0.1939699649810791,35432,0.3000161647796631,140021,719,3.03236722946167,"[80, 35, 2, 2, 15]"
On,Off,Off,On,On,Off,Off,On,On,On,On,On,On,On,On,On,On,Off,Off,On,0.09962725639343262,0.22766375541687012,36464,0.2930326461791992,140021,719,3.0781655311584473,"[80, 35, 2, 2, 15]"
