ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,On,On,On,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,On,On,0.08824038505554199,0.49587249755859375,241944,2.3283839225769043,356663,1676,5.638720273971558,"[10, 50, 6, 4, 5]"
Off,On,On,On,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,On,On,On,Off,0.09500551223754883,0.4148573875427246,237848,2.1994364261627197,356663,1676,5.125609636306763,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,On,On,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,0.08727216720581055,0.410400390625,240512,2.2556817531585693,356663,1676,5.114819765090942,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,0.07351326942443848,0.4074251651763916,237848,2.2477755546569824,356663,1676,5.0632240772247314,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,0.09370827674865723,0.393139123916626,240512,2.233476161956787,356663,1676,5.196569204330444,"[10, 50, 6, 4, 5]"
On,On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,0.09494948387145996,0.4116048812866211,241944,2.2386085987091064,356663,1676,5.156261205673218,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,0.1037437915802002,0.421297550201416,240512,2.238128185272217,356663,1676,5.173042297363281,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,0.09381246566772461,0.40941286087036133,236416,2.260453701019287,356663,1676,5.152483701705933,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,0.0939643383026123,1.4351263046264648,465288,4.280447006225586,828309,4503,8.293895483016968,"[10, 50, 6, 4, 10]"
Off,On,Off,Off,On,On,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,0.09305930137634277,1.435981273651123,472056,4.276519775390625,828309,4503,8.337785720825195,"[10, 50, 6, 4, 10]"
