maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,cost,fidelity
16737,911,28078,1330,12140,350,311,false,52449,true,377376,2230,43329,false,59852,15069,4323,203,580238,4,2729.96,180.13682913780212,"[8, 50, 180, True]"
12009,348,44705,59035,86946,100,450,true,15901,false,246742,39221,46143,false,52624,2750,11676,671,37326,8,2682.43,180.10802388191223,"[8, 50, 180, True]"
9489,526,12337,41767,89807,54,347,false,9591,true,382482,15228,68104,false,26368,38419,44396,104,210597,6,2766.53,180.1019492149353,"[8, 50, 180, True]"
5775,447,55012,27707,13012,475,256,false,5448,true,579357,58764,68715,true,11831,51411,19390,181,338801,7,2676.93,180.1131751537323,"[8, 50, 180, True]"
8979,529,23891,990,33749,422,387,false,50861,false,32527,37623,75772,true,22768,47117,28843,451,396065,6,2680.31,180.12659168243408,"[8, 50, 180, True]"
13945,308,44782,25811,31780,240,104,true,23534,false,408272,24419,7594,false,30607,58854,44697,973,398599,7,2695.43,180.0943489074707,"[8, 50, 180, True]"
12567,482,10277,45414,96042,243,416,false,9013,false,285171,37703,83259,false,28905,30557,10475,277,221163,2,2705.0,180.14723110198975,"[8, 50, 180, True]"
7143,367,1327,5663,94080,306,22,false,39110,true,566974,15092,43454,false,26952,14809,265,754,116910,8,2676.98,180.10772252082825,"[8, 50, 180, True]"
9870,895,45025,16826,69799,413,169,true,28078,true,170719,17225,60263,false,19946,515,32338,936,575897,1,2666.06,180.1066129207611,"[8, 50, 180, True]"
8279,173,11258,46868,6560,77,449,false,30276,true,66886,23463,20797,true,35663,63170,19820,431,358844,10,2729.69,180.1299271583557,"[8, 50, 180, True]"
8452,321,53349,59756,2268,18,120,false,48904,true,496820,20027,8382,false,43365,23461,59220,80,446766,9,2721.7,180.12596464157104,"[8, 50, 180, True]"
15934,286,7898,47942,14091,59,201,true,53254,false,517395,44832,81264,true,10647,64871,22503,16,1521,4,2753.75,180.09963631629944,"[8, 50, 180, True]"
18775,173,4818,24940,8660,53,456,true,17141,true,20031,21811,54835,true,8034,11852,60443,47,539902,4,2763.62,180.10564160346985,"[8, 50, 180, True]"
9776,877,52711,52843,57653,45,268,true,26662,false,83592,23291,56560,true,18539,60329,42862,108,217098,3,2742.32,180.12565302848816,"[8, 50, 180, True]"
9334,290,56534,29886,79812,26,34,false,5964,false,320002,16877,71289,true,576,33263,51545,62,299693,5,2765.26,180.10038208961487,"[8, 50, 180, True]"
10167,358,1054,28393,2795,12,82,false,7147,false,259390,2379,97109,false,11361,16715,34990,861,99448,5,2745.15,180.08974742889404,"[8, 50, 180, True]"
5381,642,15808,14412,90929,38,85,false,44177,false,185527,13285,65951,false,3965,9313,23510,4,299444,2,1845.82,180.1204652786255,"[8, 50, 180, True]"
18043,740,3231,25318,2183,14,156,true,8096,false,52622,2744,61130,true,8076,20512,47878,20,2027,2,2767.31,180.10498428344727,"[8, 50, 180, True]"
1408,333,11036,9075,40059,20,34,false,18089,true,162093,4178,31396,false,25770,21681,60883,141,107566,9,2743.53,180.13002943992615,"[8, 50, 180, True]"
16024,752,23857,55000,17916,22,23,true,19607,true,146624,58924,14455,false,812,6377,10903,72,295723,3,2706.96,180.12221574783325,"[8, 50, 180, True]"
341,697,9331,10912,63024,3,410,false,9462,false,250016,23425,92574,false,5448,2292,4926,39,392591,10,2722.06,180.12530827522278,"[8, 50, 180, True]"
4681,934,19817,10386,15649,77,252,false,47975,false,339197,18161,61365,true,43755,35870,47173,964,429444,2,2724.44,180.12811040878296,"[8, 50, 180, True]"
6797,884,43096,59674,77011,169,418,true,42641,true,31547,27635,54169,false,26631,38754,34897,21,360414,8,2464.78,180.12827515602112,"[8, 50, 180, True]"
209,29,46013,1373,96538,12,354,false,6139,false,342111,9166,52421,false,3118,17192,6706,223,351675,1,2708.29,180.0961263179779,"[8, 50, 180, True]"
1467,212,55933,32758,60477,87,103,false,44614,true,53757,37810,43106,true,21940,50731,33782,22,249034,10,2647.27,180.10844016075134,"[8, 50, 180, True]"
491,387,49616,50567,72236,405,168,false,34725,true,97391,17010,60388,true,37374,40197,53433,11,95007,8,2392.44,180.10567617416382,"[8, 50, 180, True]"
3999,484,6864,54580,86939,13,323,false,19416,true,555299,4598,76876,false,5414,33589,1553,328,27367,2,2730.9,180.10495114326477,"[8, 50, 180, True]"
5498,709,7228,4727,51313,46,336,false,19769,true,582227,4693,86868,false,45260,51977,55318,14,264032,3,2737.95,180.12874841690063,"[8, 50, 180, True]"
11969,117,48589,33533,96734,62,483,false,39528,true,294254,33507,77840,false,63256,6977,6087,952,268830,8,2770.93,180.10865569114685,"[8, 50, 180, True]"
11250,235,42925,49255,9350,55,472,true,47338,false,252447,1380,35902,false,685,21532,35777,956,222425,2,2724.38,180.12851190567017,"[8, 50, 180, True]"
17928,967,35181,44578,93102,21,414,true,21103,true,584409,24706,85135,false,30992,51727,21936,697,17563,4,2720.77,180.1171910762787,"[8, 50, 180, True]"
19295,459,54388,4796,68046,7,89,false,20032,true,55004,29779,64055,true,20079,56769,41397,375,426489,2,2704.43,180.1246154308319,"[8, 50, 180, True]"
214,16,24977,31586,45337,19,192,false,14769,true,186119,1517,91719,false,3364,43018,32107,710,253396,3,2697.12,180.10160064697266,"[8, 50, 180, True]"
4043,371,46262,26398,92427,64,185,false,46944,true,165466,12426,69735,true,9378,12025,6414,255,25127,3,2702.14,180.12700271606445,"[8, 50, 180, True]"
13334,691,8280,19258,87884,17,349,false,2242,false,221853,19343,26952,false,49533,52888,50292,15,142680,5,2570.7,180.10001683235168,"[8, 50, 180, True]"
18679,624,24090,27875,82086,20,46,true,45575,true,108689,6385,94253,false,54968,20999,62321,939,245952,6,2728.64,180.13176012039185,"[8, 50, 180, True]"
9554,41,4651,12289,65221,4,204,false,10209,false,263971,11547,3981,false,30228,50878,61778,128,307909,2,2751.66,180.09969067573547,"[8, 50, 180, True]"
569,878,49470,44776,65359,27,226,false,8626,false,34774,12966,16819,true,39705,63227,53411,821,91764,1,2720.11,180.12033915519714,"[8, 50, 180, True]"
9453,422,15234,20182,26319,16,160,false,46294,false,26109,10983,97167,true,1698,8103,28203,13,59730,1,2557.78,180.09541058540344,"[8, 50, 180, True]"
10681,550,224,9701,26783,1,51,false,6331,false,26928,57490,52444,true,51192,31081,29541,79,458711,10,2709.87,180.0783474445343,"[8, 50, 180, True]"
7145,425,40200,50322,61050,63,388,true,34174,false,12991,26131,64521,true,22409,62891,49610,89,54163,4,2648.57,180.12495160102844,"[8, 50, 180, True]"
14410,5,55161,23311,46572,54,273,true,27904,false,178108,12986,19947,true,23663,32696,21922,8,216379,8,2287.95,361.2712025642395,"[8, 50, 180, True]"
