inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,25,3,4,10,0.43030303030303024,2.7864192962646483,0
60,15,1,2,5,0.2121212121212121,2.6669250249862673,0
50,25,1,3,20,0.16363636363636364,2.6402975797653196,0
50,35,1,2,35,0.41818181818181815,3.1333420753479,1
80,5,1,3,10,0.13939393939393938,2.669987177848816,1
80,35,1,4,35,0.17575757575757575,3.3520281076431275,2
80,25,2,3,35,0.33333333333333326,4.373780536651611,2
60,5,2,2,5,-0.09090909090909088,2.6726337909698485,2
70,25,2,4,25,0.12727272727272726,3.518554449081421,3
60,15,3,3,35,-0.3696969696969697,4.023891830444336,4
