8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,evaluated_time,fidelity_setting,corr
0,p4x4,0,0.7963403618786435,1,0,0,1,49.801977859487394,-4:4,temporal,0,30,4,hex,9,1,0,vbr,0,8.62,8.756932497024536,"['Action', '1080p', 60, '20s']",1
0,none,0,0.7963403618786435,2,0,1,8,49.801977859487394,-4:4,temporal,1,30,4,hex,60,1,0,vbr,1,8.7,8.829111337661743,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,1,1,49.801977859487394,-4:4,temporal,0,30,4,hex,60,1,0,vbr,1,8.73,8.868068933486938,"['Action', '1080p', 60, '20s']",1
1,p4x4,1,0.7963403618786435,1,0,1,1,49.801977859487394,6:-6,temporal,1,30,4,hex,9,1,0,vbr,1,8.82,8.953729391098022,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,1,8,41.092352427565444,-4:4,temporal,0,30,4,hex,60,1,0,vbr,1,8.83,8.987210988998413,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.8308397249657986,1,0,0,1,49.801977859487394,6:6,auto,0,30,4,hex,9,1,0,vbr,0,8.87,9.024956941604614,"['Action', '1080p', 60, '20s']",1
1,none,1,0.7963403618786435,1,0,1,8,49.801977859487394,6:-6,temporal,1,30,0,hex,9,1,0,vbr,1,8.89,9.03687071800232,"['Action', '1080p', 60, '20s']",1
0,none,0,0.7963403618786435,2,0,1,8,41.092352427565444,-4:4,temporal,1,30,4,hex,60,1,0,vbr,1,8.92,9.080570220947266,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,1,1,49.801977859487394,6:-6,temporal,0,30,4,hex,9,1,0,vbr,1,8.95,9.083479881286621,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,0,1,49.801977859487394,6:-6,temporal,0,30,4,hex,9,1,0,vbr,0,8.96,9.110559463500977,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,1,1,49.801977859487394,-4:4,temporal,0,30,4,hex,9,1,0,vbr,1,8.98,9.118415832519531,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,1,1,49.801977859487394,-4:4,temporal,0,30,4,hex,60,1,0,vbr,1,8.99,9.127326726913452,"['Action', '1080p', 60, '20s']",1
0,none,1,0.4498679550631097,1,0,1,-8,49.801977859487394,-4:4,temporal,1,326,4,dia,9,1,0,vbr,1,9.0,9.13772988319397,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,0,1,49.801977859487394,-4:4,temporal,0,30,4,hex,9,1,0,none,0,9.01,9.137016773223877,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,0.7963403618786435,2,0,1,1,49.801977859487394,6:-6,temporal,0,30,4,hex,60,1,0,vbr,1,9.02,9.163764238357544,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,0,8,49.801977859487394,-4:4,temporal,1,30,4,hex,60,1,0,vbr,1,9.04,9.177704572677612,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,1,1,49.801977859487394,-4:4,temporal,0,326,4,hex,60,1,0,vbr,1,9.05,9.188961029052734,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.4498679550631097,1,0,1,1,49.801977859487394,-4:4,temporal,1,386,4,hex,9,1,0,vbr,1,9.06,9.206135511398315,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,2,0,1,1,49.801977859487394,6:-6,temporal,0,326,4,hex,9,1,0,vbr,0,9.07,9.233796834945679,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.7963403618786435,1,0,0,1,41.092352427565444,-4:4,temporal,0,30,4,hex,9,1,0,vbr,0,9.07,9.204584121704102,"['Action', '1080p', 60, '20s']",1
