fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,0.07927298545837402,0.32797980308532715,144520,2.2405760288238525,356663,1676,5.557246685028076,"[10, 50, 6, 4, 5]"
On,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,0.08104300498962402,0.2670891284942627,145592,2.075248956680298,356663,1676,4.7928550243377686,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,0.11452865600585938,0.25625157356262207,141496,2.07572340965271,356663,1676,4.926702260971069,"[10, 50, 6, 4, 5]"
On,On,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,0.07526469230651855,0.25176382064819336,145592,2.060657501220703,356663,1676,4.893965721130371,"[10, 50, 6, 4, 5]"
On,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,Off,On,On,On,Off,Off,0.08529400825500488,0.23083782196044922,141424,2.073080539703369,356663,1676,4.89543080329895,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,Off,Off,On,On,On,On,Off,Off,0.08229446411132812,0.25547099113464355,141424,2.0687034130096436,356663,1676,4.758403778076172,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,0.09781718254089355,0.26411867141723633,145520,2.074976921081543,356663,1676,4.7472450733184814,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,0.0762174129486084,0.25833821296691895,144448,2.103825569152832,356663,1676,4.806012868881226,"[10, 50, 6, 4, 5]"
On,On,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,0.09445357322692871,0.7369265556335449,207240,4.173773527145386,828309,4503,7.353022575378418,"[10, 50, 6, 4, 10]"
Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,0.08910369873046875,0.8216724395751953,205976,4.114008665084839,828309,4503,7.295635938644409,"[10, 50, 6, 4, 10]"
Off,On,Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,0.07971978187561035,0.7345526218414307,206008,4.121138572692871,828309,4503,7.274744987487793,"[10, 50, 6, 4, 10]"
On,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,0.08092379570007324,0.7144808769226074,207240,4.117334365844727,828309,4503,7.256716966629028,"[10, 50, 6, 4, 10]"
Off,On,Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,0.07275152206420898,0.7172791957855225,245624,6.786733627319336,866233,4708,9.887588024139404,"[10, 50, 6, 4, 25]"
On,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,0.08531570434570312,0.6920433044433594,246776,6.761193037033081,866233,4708,9.862018823623657,"[10, 50, 6, 4, 25]"
Off,On,Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,0.0888521671295166,1.4893882274627686,522088,34.10944104194641,2152160,10605,38.14618277549744,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,Off,Off,0.08986020088195801,0.7189528942108154,205976,4.130518674850464,828309,4503,7.318881034851074,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.08354353904724121,0.7787158489227295,205976,4.121289491653442,828309,4503,7.3582763671875,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,0.0706336498260498,0.7239930629730225,206008,4.109245300292969,828309,4503,7.3352978229522705,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,0.07149529457092285,0.7654967308044434,207240,4.113040447235107,828309,4503,7.315092086791992,"[10, 50, 6, 4, 10]"
Off,Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,Off,0.09319233894348145,0.6968915462493896,207240,4.1266539096832275,828309,4503,7.428207635879517,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,On,On,On,On,Off,Off,0.08210277557373047,0.7382717132568359,207208,4.147055625915527,828309,4503,7.318363904953003,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,0.09530091285705566,0.6960327625274658,245624,6.781445741653442,866233,4708,10.144609928131104,"[10, 50, 6, 4, 25]"
Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,0.07848596572875977,0.7176074981689453,242680,6.76612663269043,866233,4708,9.92223572731018,"[10, 50, 6, 4, 25]"
On,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,On,On,On,On,Off,Off,0.10720086097717285,0.708341121673584,242608,6.744250774383545,866233,4708,9.869750499725342,"[10, 50, 6, 4, 25]"
Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,0.08352398872375488,1.5148580074310303,515192,34.127445220947266,2152160,10605,38.0866379737854,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,0.07304739952087402,0.739457368850708,241456,6.7740209102630615,866233,4708,9.998176097869873,"[10, 50, 6, 4, 25]"
On,Off,On,On,On,Off,On,Off,On,Off,On,On,Off,On,Off,Off,Off,On,On,Off,0.08015918731689453,0.672060489654541,241456,6.753416299819946,866233,4708,9.843937635421753,"[10, 50, 6, 4, 25]"
Off,Off,Off,On,Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,0.09447813034057617,0.7214431762695312,246776,6.7404091358184814,866233,4708,10.060400247573853,"[10, 50, 6, 4, 25]"
Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,On,On,Off,Off,0.08829283714294434,0.6940486431121826,242608,6.743696451187134,866233,4708,9.883952856063843,"[10, 50, 6, 4, 25]"
