time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,45,45000,10,0.5,0.6606060606060605,68.17414088249207,0
30,20,20000,10,0.5,0.6606060606060605,40.42508533000946,0
30,35,20000,6,0.5,0.2121212121212121,42.801641416549685,1
30,20,40000,6,0.5,0.309090909090909,44.19277422428131,1
30,20,35000,10,0.5,0.5272727272727272,45.45207591056824,1
50,30,10000,6,0.5,0.49090909090909085,58.166174745559694,2
40,25,40000,4,0.5,0.3696969696969697,54.13581662178039,2
50,35,45000,10,0.5,0.49090909090909085,78.95815286636352,2
30,20,40000,10,0.5,0.06666666666666665,47.3029837846756,2
40,25,30000,4,0.7,0.05454545454545454,51.27084054946899,3
