time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
45,45,30000,6,0.5,0.5757575757575757,65.86504964828491,0
50,20,35000,4,0.5,0.09090909090909088,60.726474452018735,0
40,25,40000,4,0.5,-0.006060606060606061,53.908300685882566,0
50,35,20000,6,0.5,0.29696969696969694,62.753913044929504,0
30,20,20000,10,0.5,-0.07878787878787878,40.38210501670837,0
40,30,50000,10,0.5,0.5030303030303029,68.53903617858887,1
30,45,45000,10,0.5,-0.10303030303030303,68.06378450393677,1
50,30,10000,6,0.5,-0.29696969696969694,57.72163667678833,1
55,30,45000,6,0.5,0.11515151515151514,76.46419451236724,2
50,35,40000,10,0.5,-0.0303030303030303,76.03170340061187,2
