innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
780,304821981,16202,868130225,45873848,267079131,115607,667526893,1,53,12290354860,3276,1909353176,86,72177875,noblob,3271,36621654,8,908812,229.39,247.54594826698303,"[180, 50, 100000, 4, 0.5]",61.690330505371094,180.1419939994812,2.1052534580230713
590,44598019,31646,328406922,57728148,640029054,101581,217066021,1,63,10793030153,355,4188326681,46,41205414,noblob,2573,102495426,12,674493,224.63,255.96371459960938,"[180, 50, 100000, 4, 0.5]",70.71934127807617,180.1017107963562,2.0422027111053467
387,177200120,1145,600014042,103440701,974921819,60717,879327353,0,20,12512032814,19382,136206527,4,102226074,minimal,4484,120092763,25,772250,279.54,243.9284245967865,"[180, 50, 100000, 4, 0.5]",59.543851375579834,180.1696753501892,1.1141242980957031
138,550800212,15605,202827032,28810784,64847159,25047,774788441,2,97,15001147190,27494,569056514,100,27033897,noblob,940,15225163,69,544956,247.61,248.79811644554138,"[180, 50, 100000, 4, 0.5]",64.21094942092896,180.1317355632782,1.35646390914917
231,494199319,22354,733827768,79976945,497741247,123806,1016093149,2,9,14478488916,24914,1164668007,76,3444610,noblob,6443,71239495,92,91892,244.73,255.34000635147095,"[180, 50, 100000, 4, 0.5]",70.60726833343506,180.09921383857727,1.533857822418213
906,1070861047,27286,310734849,107991898,946176016,42753,186566130,1,43,11421896470,17429,1590103995,30,81628586,full,2001,126925530,46,138569,224.57,250.26850080490112,"[180, 50, 100000, 4, 0.5]",65.25623154640198,180.16977787017822,1.7548675537109375
448,925022473,37916,66064891,89168940,123157884,35318,48000033,2,31,11274736709,11638,2325232724,14,108027446,full,7827,47010725,35,859423,242.35,256.32471323013306,"[180, 50, 100000, 4, 0.5]",71.41335821151733,180.09084153175354,1.7053349018096924
77,335318838,33175,1026422264,12603863,748116528,84038,548549216,2,74,15239679709,6633,2856963143,105,66638429,minimal,10015,80843735,76,293779,241.79,263.72072196006775,"[180, 50, 100000, 4, 0.5]",79.65786457061768,180.08864521980286,0.8766491413116455
844,672338645,6541,778921526,131776993,770486032,71312,425966414,0,17,13622969924,13819,3797058445,62,22122645,full,5785,64855093,52,301854,245.53,245.22436261177063,"[180, 50, 100000, 4, 0.5]",60.56979155540466,180.11828541755676,1.4368808269500732
613,830451952,11283,521462065,21313809,405987215,2492,524790600,0,85,12966889251,23495,3410648756,120,132181344,full,9143,13375009,88,420050,254.99,245.53506898880005,"[180, 50, 100000, 4, 0.5]",61.245893478393555,180.09216785430908,1.1081619262695312
780,304821981,16202,868130225,45873848,267079131,115607,667526893,1,53,12290354860,3276,1909353176,86,72177875,noblob,3271,36621654,8,908812,257.52,73.05505037307739,"[45, 45, 30000, 6, 0.5]",23.549272298812866,45.29955792427063,1.1068763732910156
