innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
638,172830167,33736,552437143,89904769,824732019,5257,591788685,2,27,12666142104,21359,729464459,79,51885333,minimal,1695,43691028,14,477106,243.92,278.33379912376404,"[180, 50, 100000, 4, 0.5]",93.45301127433777,180.25707936286926,1.0608091354370117
831,704366255,5240,842108286,117920993,631698382,45924,963552054,2,50,11101320482,17904,3350667494,41,9249828,full,6870,56442722,67,402069,255.01,244.5400676727295,"[180, 50, 100000, 4, 0.5]",59.845731258392334,180.23603224754333,1.3633925914764404
442,396229644,937,482435888,33979364,481817288,15569,1061426389,2,14,10983621975,17128,1440416565,71,118681875,noblob,7801,7180091,97,838367,296.09,252.12289118766785,"[180, 50, 100000, 4, 0.5]",67.82712697982788,180.07150506973267,1.111926555633545
336,6961351,16239,832562313,1807949,959538431,90364,268285578,2,17,12831261541,13368,404891439,35,18952066,full,8490,103504618,14,51693,241.39,248.93906044960022,"[180, 50, 100000, 4, 0.5]",64.1719217300415,180.17286324501038,1.5011165142059326
503,41711435,37869,761330986,122625865,575316033,51506,453863854,0,5,13810451121,4517,2688185682,26,82629011,full,426,117603017,67,553476,243.61,255.09228444099426,"[180, 50, 100000, 4, 0.5]",70.26036858558655,180.14839220046997,1.590780258178711
885,477919147,3916,898041166,103745397,21538093,61477,243396899,1,2,14610177939,19889,854116923,69,39847656,minimal,1699,118849617,74,375294,247.31,246.37429022789001,"[180, 50, 100000, 4, 0.5]",61.212228775024414,180.16017603874207,1.8947467803955078
523,845492013,29114,982174271,116172031,193075862,33760,805438092,0,99,13441646284,16181,4022422578,2,17859804,noblob,7413,74255898,41,792846,241.67,260.34876775741577,"[180, 50, 100000, 4, 0.5]",75.55573654174805,180.11751246452332,1.5800509452819824
624,110271243,2439,694058317,38878555,363684858,20601,210865039,1,85,12376495056,3898,37985419,19,118575473,minimal,4728,69622776,62,862365,250.83,249.26166415214539,"[180, 50, 100000, 4, 0.5]",63.896281719207764,180.1479456424713,2.1141414642333984
56,482032258,9691,223625667,23670827,298125581,86138,833255138,1,97,14629908791,788,2320416693,56,113044765,minimal,7342,88626588,85,285122,226.67,246.47756218910217,"[180, 50, 100000, 4, 0.5]",61.176056146621704,180.146381855011,2.0581955909729004
687,570949351,2800,527454226,134200115,720107858,97777,154961876,1,51,12947347706,2598,264440091,106,17661639,noblob,2120,126079867,94,839637,254.42,247.77466917037964,"[180, 50, 100000, 4, 0.5]",62.422035932540894,180.1320025920868,2.111144781112671
846,102148523,38288,952402938,98799396,512487682,80628,794493154,1,92,13628068781,29325,3626165069,4,128765717,noblob,8198,122154831,100,39804,213.04,251.46508049964905,"[180, 50, 100000, 4, 0.5]",66.38535618782043,180.14253282546997,1.831838607788086
