time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,40,40000,4,0.5,0.7939393939393938,73.89972350597381,0
30,25,15000,8,0.5,0.5757575757575757,42.42479948997497,0
30,30,25000,10,0.5,0.5878787878787878,54.911909341812134,0
35,35,25000,4,0.5,0.38181818181818183,50.12293932437897,1
55,35,40000,8,0.5,0.4666666666666666,90.80532186031341,1
50,40,10000,8,0.5,0.43030303030303024,63.249850273132324,1
45,35,10000,4,0.5,0.34545454545454546,54.35827629566192,2
35,25,50000,10,0.5,0.406060606060606,73.29843671321869,2
40,30,30000,10,0.5,0.29696969696969694,68.95807678699494,3
45,45,25000,10,0.5,0.28484848484848485,78.23782737255097,4
