innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
961,574381176,1307,926908588,44323604,970977668,89524,695667170,0,28,14814140617,18902,2431228042,35,22340853,minimal,6396,21301168,85,275978,471.9,78.34652948379517,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1790,934065240,44323604,970977668,89524,695667170,2,5,14814140617,28519,1327566012,106,81057496,minimal,2230,21301168,63,275978,460.75,43.32433795928955,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,14597973,1307,592834546,44323604,499734761,89524,205374220,2,28,10620755704,28519,1327566012,106,22340853,minimal,2230,21301168,63,275978,459.73,44.173155307769775,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1307,592834546,44323604,970977668,89524,695667170,2,28,14814140617,28519,1327566012,106,22340853,minimal,6396,21301168,63,275978,457.47,44.305012226104736,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1307,926908588,44323604,499734761,89524,695667170,0,5,11235602239,18902,1432751551,35,81057496,minimal,2230,21301168,63,905483,454.06,70.3834445476532,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,662339622,1307,592834546,109595029,210668574,39913,205374220,2,76,14814140617,28519,1327566012,106,26691474,minimal,3063,101495175,99,349216,453.19,46.46533465385437,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
853,574381176,1307,926908588,44323604,970977668,89524,695667170,2,28,14814140617,18902,1327566012,106,26691474,minimal,6396,101495175,85,349216,452.91,44.476882457733154,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
391,25580983,1307,646569128,101062412,970977668,42323,695667170,0,8,14814140617,18902,1327566012,35,26691474,minimal,6396,72502088,43,189473,452.83,43.733498096466064,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,662339622,1307,592834546,101062412,210668574,90194,205374220,2,97,11901228437,18902,1327566012,106,22340853,minimal,8002,21301168,85,275978,451.94,43.17965483665466,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1307,926908588,71212493,970977668,89524,695667170,2,8,11235602239,28519,218019374,78,26691474,minimal,8002,105916728,43,922328,451.28,79.23138189315796,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
961,706364821,1307,926908588,101062412,499734761,89524,205374220,0,5,11235602239,18902,1432751551,35,81057496,minimal,2230,21301168,99,275978,450.62,43.38972234725952,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
961,574381176,1307,646569128,101062412,970977668,89524,695667170,2,8,14814140617,28519,218019374,106,81057496,minimal,8002,21301168,85,922328,449.51,69.81130385398865,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1790,934065240,44323604,970977668,89524,695667170,2,5,14814140617,18902,2431228042,106,22340853,noblob,6396,21301168,63,275978,449.47,80.56006097793579,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1307,926908588,71212493,970977668,89524,695667170,0,8,11235602239,18902,1327566012,35,26691474,minimal,6396,31160993,43,841195,449.2,45.94963622093201,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,706364821,1307,592834546,101062412,499734761,89524,205374220,2,15,10620755704,28519,552296809,106,81057496,minimal,2230,21301168,63,191302,446.0,45.56210780143738,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
368,574381176,1307,867586107,101062412,970977668,89524,695667170,2,8,13288526259,23493,1327566012,106,26691474,minimal,6396,13028911,63,922328,445.93,79.36206889152527,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1307,646569128,101062412,970977668,42323,695667170,2,8,14814140617,28519,218019374,106,26691474,minimal,8002,105916728,43,922328,445.38,46.85310339927673,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
47,706364821,1307,1046105616,44323604,499734761,89524,695667170,2,5,14814140617,18902,1327566012,35,81057496,minimal,2230,21301168,85,275978,443.35,70.00997924804688,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
30,706364821,5995,1046105616,101062412,210668574,90194,695667170,0,5,11235602239,21612,1327566012,35,81057496,minimal,3063,13028911,99,841195,443.15,77.70659875869751,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
381,574381176,1307,926908588,101062412,970977668,89524,695667170,0,96,11235602239,18902,1432751551,35,26691474,minimal,3063,31160993,43,841195,442.52,77.40076899528503,"[30, 25, 15000, 4, 0.5]",0.6121212121212121
