innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
961,574381176,1307,926908588,44323604,970977668,89524,695667170,0,82,14814140617,18902,2431228042,82,22340853,minimal,6396,21301168,85,275978,344.35,327.86233139038086,"[180, 50, 100000, 4, 0.5]",1
961,574381176,1307,926908588,44323604,970977668,89524,13136514,2,50,14814140617,18902,2431228042,35,22340853,minimal,6396,25778620,51,275978,334.11,261.92236280441284,"[180, 50, 100000, 4, 0.5]",1
47,662339622,1307,592834546,92182550,499734761,89524,205374220,2,97,11901228437,18902,1327566012,35,22340853,minimal,8002,21301168,85,275978,333.21,464.4810211658478,"[180, 50, 100000, 4, 0.5]",1
961,574381176,1307,926908588,44323604,970977668,69042,695667170,2,28,14814140617,18902,2431228042,82,22340853,minimal,6396,21301168,63,275978,326.78,378.45155930519104,"[180, 50, 100000, 4, 0.5]",1
961,574381176,1307,867586107,44323604,499734761,89524,695667170,0,36,14814140617,18902,2431228042,35,58348703,minimal,6396,21301168,63,841195,325.41,402.20623302459717,"[180, 50, 100000, 4, 0.5]",1
381,14597973,1307,592834546,44323604,499734761,89524,695667170,0,28,14633423944,28519,1327566012,113,22340853,full,6396,21301168,85,275978,323.42,397.1165599822998,"[180, 50, 100000, 4, 0.5]",1
961,14597973,1307,592834546,44323604,970977668,89524,695667170,2,28,14633423944,28519,2431228042,35,22340853,minimal,6396,21301168,63,275978,321.18,389.7507395744324,"[180, 50, 100000, 4, 0.5]",1
381,14597973,1307,592834546,44323604,499734761,69042,695667170,2,28,14633423944,28519,1327566012,113,22340853,minimal,6396,21301168,63,275978,314.5,398.31101059913635,"[180, 50, 100000, 4, 0.5]",1
961,25580983,1307,646569128,21553105,970977668,42323,972649786,0,28,14814140617,12712,2431228042,35,22340853,minimal,6396,73136047,67,275978,309.68,249.57852387428284,"[180, 50, 100000, 4, 0.5]",1
961,371358680,1307,926908588,44323604,970977668,89524,695667170,0,28,14814140617,18902,2431228042,35,22340853,minimal,6396,21301168,85,275978,307.86,375.9444706439972,"[180, 50, 100000, 4, 0.5]",1
961,574381176,1307,926908588,44323604,970977668,89524,695667170,0,28,14814140617,18902,2431228042,82,22340853,minimal,6396,21301168,85,275978,303.96,424.60359597206116,"[180, 50, 100000, 4, 0.5]",1
961,574381176,1307,926908588,44323604,970977668,89524,695667170,0,28,14814140617,18902,2431228042,35,22340853,minimal,6396,21301168,85,275978,288.26,430.350861787796,"[180, 50, 100000, 4, 0.5]",1
961,25580983,1307,646569128,1142800,970977668,42323,695667170,0,8,14814140617,12712,2431228042,35,26691474,minimal,6396,72502088,67,275978,285.08,425.3378093242645,"[180, 50, 100000, 4, 0.5]",1
591,869012219,6801,530203331,78070288,62672965,79148,776522791,0,68,12491564803,1442,3734447137,97,26860555,noblob,5977,68038195,33,598114,280.47,242.03702974319458,"[180, 50, 100000, 4, 0.5]",1
961,14597973,1307,646569128,1142800,499734761,42323,695667170,2,28,11349438703,12712,1327566012,113,26691474,minimal,6396,28818561,67,349216,278.4,269.85164046287537,"[180, 50, 100000, 4, 0.5]",1
381,25580983,1307,592834546,44323604,970977668,69042,695667170,0,8,14814140617,18902,2431228042,35,22340853,minimal,6396,72502088,63,275978,273.63,288.5032660961151,"[180, 50, 100000, 4, 0.5]",1
381,14597973,1307,592834546,44323604,499734761,69042,695667170,2,28,14633423944,18902,1327566012,113,22340853,minimal,6396,28818561,63,349216,273.58,389.6768157482147,"[180, 50, 100000, 4, 0.5]",1
961,574381176,1307,926908588,44323604,970977668,89524,695667170,0,28,14814140617,18902,2431228042,35,22340853,minimal,6396,21301168,85,275978,272.83,435.30930376052856,"[180, 50, 100000, 4, 0.5]",1
381,706364821,1307,1046105616,44323604,210668574,90194,695667170,2,5,14814140617,18902,1327566012,109,81057496,minimal,2230,21301168,85,275978,270.21,372.69115924835205,"[180, 50, 100000, 4, 0.5]",1
305,324967903,14614,126996833,18688046,284812138,122909,13136514,2,50,14492708555,8601,966661234,105,77372580,noblob,2557,25778620,51,365874,269.81,243.40289640426636,"[180, 50, 100000, 4, 0.5]",1
