innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
231,892712049,523,427080685,22762964,499884384,26819,758198159,0,26,14987576863,24287,2599900880,73,31756503,noblob,7199,8563461,81,813816,350.77,45.7898805141449,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
35,892712049,308,462356591,22762964,336855206,64354,265902858,0,26,13136512659,27830,541072669,53,32649866,minimal,4302,76219356,79,137019,349.28,44.460341930389404,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
915,68142801,146,273082872,22762964,749911250,26819,265902858,2,26,12025041139,2194,827276509,70,39392522,noblob,4517,8563461,81,189905,346.29,44.63666486740112,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
913,819376715,568,854103833,68630786,424844389,11538,68257631,0,20,11120624122,1213,960615199,71,75588881,noblob,2583,106798171,91,782634,346.0,45.26236629486084,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
915,551616438,146,273082872,105307359,749911250,102073,654085982,2,48,12025041139,2194,827276509,61,101503005,noblob,4517,32399643,26,746602,345.02,44.393107414245605,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
231,551616438,523,925015120,105307359,499884384,102073,654085982,0,48,13136512659,27830,541072669,61,101503005,minimal,4302,32399643,26,746602,344.48,45.736515045166016,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
231,768996031,523,925015120,22762964,327920662,26819,265902858,0,26,15160369956,27830,1179080283,70,103573672,noblob,3184,8563461,81,32872,344.04,46.241631746292114,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
587,129282570,620,904378433,82518202,674214089,12718,299207832,0,70,12676738126,16762,3028927009,61,107354549,noblob,9162,57627520,76,870828,341.03,45.48274874687195,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
913,913717168,568,854103833,68630786,424844389,11538,68257631,0,20,11120624122,1213,960615199,71,75588881,noblob,2583,106798171,91,782634,339.81,43.69244313240051,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
231,892712049,523,925015120,22762964,499884384,26819,265902858,0,26,13136512659,27830,541072669,70,39392522,noblob,4302,8563461,81,189905,339.72,44.009480714797974,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
35,441644192,308,462356591,22510557,336855206,64354,792536256,0,14,11467242625,3287,4053325847,53,32649866,minimal,8417,76219356,79,137019,337.35,44.927279472351074,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
834,305037575,1307,345074377,114401527,933997794,10404,17462705,0,26,13986270941,23702,4033148586,124,55247212,minimal,170,6164277,41,34506,334.55,46.38647246360779,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
186,244103504,146,273082872,105307359,749911250,12985,408409640,2,90,15557750876,2943,827276509,101,134114524,noblob,7562,32399643,26,700237,334.44,45.12295341491699,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
427,244103504,2666,563534118,72143183,264136214,12985,408409640,0,90,13171923390,2943,1347497816,101,134114524,noblob,7562,118945561,41,700237,333.08,45.10026669502258,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
231,892712049,523,925015120,22762964,499884384,127573,265902858,0,26,13136512659,9404,541072669,70,39392522,noblob,4302,8563461,81,189905,331.96,45.649213790893555,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
258,75416880,1694,925015120,39587066,839069317,126346,265902858,0,13,13136512659,27830,541072669,70,39392522,full,4302,129429891,39,189905,331.5,45.24579882621765,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
661,129282570,620,33087721,82518202,674214089,12718,299207832,0,57,14204636507,16762,3028927009,34,108809774,noblob,9162,58279790,76,870828,331.34,43.88465166091919,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
231,441644192,523,925015120,22510557,499884384,26819,792536256,0,14,11467242625,3287,4053325847,70,39392522,noblob,8417,8563461,81,189905,331.28,44.366549253463745,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
587,975467009,29505,904378433,85139081,266763302,88859,297116917,0,49,12676738126,27423,1449845403,117,107354549,noblob,151,85582800,7,777221,329.32,46.44100737571716,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
769,768996031,2579,388216476,84270915,327920662,41945,793283219,0,21,15160369956,16900,1179080283,85,103573672,full,3184,42837973,31,32872,329.12,46.43217968940735,"[30, 20, 20000, 10, 0.5]",0.7575757575757575
