fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,On,On,On,Off,Off,0.08542013168334961,1.784839153289795,515192,35.33607339859009,2152160,10605,41.033775091171265,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,Off,On,Off,On,On,Off,On,On,On,On,Off,Off,Off,0.08451080322265625,1.461277961730957,523192,34.087435245513916,2152160,10605,38.310927867889404,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,On,On,Off,On,On,On,0.10541558265686035,1.469050645828247,521896,33.98890686035156,2152160,10605,38.20338416099548,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0.10369086265563965,1.4609713554382324,513704,34.06779885292053,2152160,10605,38.186667919158936,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,On,Off,On,0.08477354049682617,1.5027811527252197,523384,34.10384774208069,2152160,10605,38.2643141746521,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,0.09604644775390625,1.4519383907318115,515000,34.06708121299744,2152160,10605,38.28351020812988,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.09861254692077637,1.5208401679992676,513896,34.0460410118103,2152160,10605,38.25207328796387,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,On,On,On,0.08439016342163086,1.5388646125793457,513704,34.054617166519165,2152160,10605,38.21564745903015,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,0.08501195907592773,1.4780268669128418,521896,34.068023920059204,2152160,10605,38.219767808914185,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.0835886001586914,1.4498345851898193,515000,34.056034564971924,2152160,10605,38.19452118873596,"[10, 50, 6, 4, 50]"
