ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,On,On,Off,0.07164573669433594,42.7353880405426,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,On,On,On,On,Off,On,Off,Off,On,Off,On,Off,On,Off,On,0.07244610786437988,42.827228307724,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,On,On,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,On,0.07546687126159668,42.67151212692261,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.07892012596130371,42.69169068336487,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,On,Off,Off,On,Off,On,Off,Off,On,Off,On,On,On,On,On,0.07995414733886719,42.82667803764343,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,On,Off,On,On,On,Off,On,On,On,On,On,On,Off,On,On,0.07997798919677734,42.804858446121216,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,On,On,On,On,Off,0.0800783634185791,42.740896463394165,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,On,On,0.0802907943725586,42.85419750213623,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,0.08367371559143066,43.310856103897095,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,On,On,On,Off,On,0.0854334831237793,42.680748462677,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,On,Off,0.08587861061096191,42.6672739982605,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,On,On,On,0.0858907699584961,42.72240591049194,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,On,On,On,On,Off,Off,On,Off,0.0859222412109375,42.673946142196655,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,On,On,0.0864717960357666,42.500980615615845,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,Off,On,On,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,0.08770036697387695,42.98055624961853,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,Off,Off,On,On,Off,On,Off,Off,On,Off,On,On,Off,On,Off,0.08772635459899902,43.23043990135193,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,On,On,Off,On,On,On,On,On,Off,On,Off,Off,Off,On,On,On,0.08803105354309082,42.849140644073486,"[10, 50, 6, 4, 50]",1
On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,Off,On,Off,On,0.08855438232421875,42.756109952926636,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,0.08870649337768555,42.943877935409546,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,On,On,On,On,Off,On,On,Off,On,Off,On,On,On,Off,On,0.08932709693908691,42.78781247138977,"[10, 50, 6, 4, 50]",1
