ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,Off,Off,Off,On,On,On,0.09178829193115234,5.541694641113281,1252968,34.81450581550598,2152160,10605,44.36762571334839,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,On,On,0.10791993141174316,5.502964973449707,1252968,34.76302361488342,2152160,10605,42.929967164993286,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,0.09306144714355469,5.5454301834106445,1251544,34.727803230285645,2152160,10605,42.78744554519653,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,On,On,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,0.08770036697387695,5.511559247970581,1248872,34.76082682609558,2152160,10605,42.98055624961853,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,On,Off,On,Off,On,On,On,On,Off,Off,Off,On,On,On,0.10275459289550781,5.506730794906616,1252968,34.715739488601685,2152160,10605,42.84092593193054,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,Off,On,On,On,On,On,Off,On,Off,Off,Off,On,On,On,0.08803105354309082,5.492484092712402,1255640,34.77295899391174,2152160,10605,42.849140644073486,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,Off,On,Off,On,On,Off,On,On,0.0902092456817627,5.459968090057373,1251544,34.829827547073364,2152160,10605,42.89781928062439,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,On,On,On,Off,On,Off,Off,On,Off,On,Off,On,Off,On,0.07244610786437988,5.523944854736328,1248872,34.74439811706543,2152160,10605,42.827228307724,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.07892012596130371,5.501270294189453,1252968,34.61363101005554,2152160,10605,42.69169068336487,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,Off,0.0996863842010498,5.492710828781128,1252968,34.67196989059448,2152160,10605,42.67156648635864,"[10, 50, 6, 4, 50]"
