time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,30,10000,6,0.5,0.8909090909090909,37.97141876220703,0
30,25,10000,4,0.5,0.22424242424242422,36.5435702085495,0
55,30,10000,6,0.5,0.9151515151515152,62.695736861228944,0
50,30,10000,6,0.5,0.7818181818181817,57.783470678329465,1
50,20,35000,4,0.5,0.8424242424242423,60.80729539394379,1
30,30,10000,6,0.9,0.709090909090909,38.58629322052002,1
30,20,10000,10,0.5,0.5272727272727272,39.38940699100495,2
50,35,40000,10,0.5,0.8060606060606059,76.1790402173996,2
50,35,20000,6,0.5,0.8060606060606059,62.962448143959044,2
40,35,20000,4,0.5,0.6363636363636362,51.05395269393921,2
