ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,On,On,On,On,On,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,0.09702467918395996,0.4585914611816406,241944,2.262080669403076,356663,1676,5.458589553833008,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,On,On,Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,On,0.09392380714416504,0.4170114994049072,236416,2.1857826709747314,356663,1676,5.112577438354492,"[10, 50, 6, 4, 5]"
On,On,Off,Off,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0.08311772346496582,0.4227635860443115,241944,2.199711561203003,356663,1676,5.093477487564087,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,0.08803892135620117,0.41063904762268066,240512,2.239426374435425,356663,1676,5.145275831222534,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,On,On,Off,On,Off,On,0.08649802207946777,0.37937259674072266,237848,2.2273640632629395,356663,1676,5.062223196029663,"[10, 50, 6, 4, 5]"
On,Off,On,On,Off,On,On,On,Off,On,Off,Off,Off,On,On,On,On,On,On,On,0.09538722038269043,0.4078843593597412,237848,2.2056779861450195,356663,1676,5.168514013290405,"[10, 50, 6, 4, 5]"
Off,Off,On,On,Off,Off,Off,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,0.09443545341491699,0.4041285514831543,236416,2.2432074546813965,356663,1676,5.212208271026611,"[10, 50, 6, 4, 5]"
On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,On,Off,0.09082150459289551,0.4307560920715332,241944,2.2261459827423096,356663,1676,5.16057825088501,"[10, 50, 6, 4, 5]"
On,On,Off,Off,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0.09213733673095703,1.452150583267212,469384,4.282315492630005,828309,4503,8.395023107528687,"[10, 50, 6, 4, 10]"
On,Off,On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,On,On,Off,On,Off,On,0.08210277557373047,1.4203941822052002,465288,4.272557020187378,828309,4503,8.165331602096558,"[10, 50, 6, 4, 10]"
Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,0.09606146812438965,1.4407610893249512,472056,4.267725706100464,828309,4503,8.235799551010132,"[10, 50, 6, 4, 10]"
On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,On,Off,0.08925724029541016,1.4372830390930176,469384,4.251777172088623,828309,4503,8.260251522064209,"[10, 50, 6, 4, 10]"
On,Off,On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,On,On,Off,On,Off,On,0.08919191360473633,1.5148890018463135,496248,7.197455167770386,866233,4708,11.239014863967896,"[10, 50, 6, 4, 25]"
On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,On,Off,0.07413434982299805,1.4984114170074463,504440,7.166481018066406,866233,4708,11.23887825012207,"[10, 50, 6, 4, 25]"
On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,On,Off,0.08774399757385254,5.561451196670532,1252968,34.7314453125,2152160,10605,42.88220000267029,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,0.09094715118408203,1.451828956604004,465288,4.276310920715332,828309,4503,8.296120166778564,"[10, 50, 6, 4, 10]"
Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,0.08733248710632324,1.447526216506958,465288,4.260541200637817,828309,4503,8.275414943695068,"[10, 50, 6, 4, 10]"
Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,0.09394407272338867,1.430044412612915,472056,4.26091456413269,828309,4503,8.256431341171265,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,On,0.09428858757019043,1.466322422027588,469384,4.263776063919067,828309,4503,8.248594284057617,"[10, 50, 6, 4, 10]"
On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,0.08099627494812012,1.436934232711792,469384,4.25974702835083,828309,4503,8.207488775253296,"[10, 50, 6, 4, 10]"
Off,On,On,On,On,Off,Off,On,Off,On,On,Off,On,On,On,On,Off,Off,On,Off,0.09270811080932617,1.4345648288726807,467960,4.2615368366241455,828309,4503,8.21370267868042,"[10, 50, 6, 4, 10]"
On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,0.08689093589782715,1.4975736141204834,504440,7.177205801010132,866233,4708,11.195725917816162,"[10, 50, 6, 4, 25]"
Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,0.07326841354370117,1.4916059970855713,496248,7.159268617630005,866233,4708,11.323874711990356,"[10, 50, 6, 4, 25]"
On,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,Off,0.08427619934082031,1.4982526302337646,496248,7.15366792678833,866233,4708,11.226001977920532,"[10, 50, 6, 4, 25]"
Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,0.10224080085754395,5.473501205444336,1248872,34.76497745513916,2152160,10605,42.8724730014801,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,0.09418416023254395,1.509464979171753,496248,7.1681365966796875,866233,4708,11.366531133651733,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,On,On,On,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,Off,0.08363938331604004,1.4879190921783447,496248,7.148212432861328,866233,4708,11.240411520004272,"[10, 50, 6, 4, 25]"
Off,On,On,On,Off,Off,On,On,Off,On,On,Off,On,Off,On,Off,On,Off,On,On,0.09307408332824707,1.5047824382781982,504440,7.172930955886841,866233,4708,11.385722160339355,"[10, 50, 6, 4, 25]"
On,On,On,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,0.09615612030029297,1.5140173435211182,504440,7.162995338439941,866233,4708,11.235332727432251,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,On,On,On,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,Off,0.08796000480651855,5.550034046173096,1248872,34.75536370277405,2152160,10605,42.9900963306427,"[10, 50, 6, 4, 50]"
