inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,3,15,0.7939393939393938,2.817680263519287,0
80,5,1,3,5,0.24848484848484845,2.8578270196914675,1
50,5,1,4,10,0.7696969696969697,2.8969120740890504,1
50,25,1,4,15,0.07878787878787878,2.8493776321411133,1
80,15,1,3,5,0.6484848484848483,2.8763182163238525,1
70,20,2,2,5,0.01818181818181818,2.85614595413208,2
80,25,3,3,15,0.406060606060606,3.311938834190369,2
50,15,1,4,10,0.3939393939393939,2.914767050743103,2
90,20,3,2,5,0.2606060606060606,2.900147557258606,2
70,15,3,2,5,0.17575757575757575,2.8737985372543333,2
