inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,20,2,3,5,0.709090909090909,2.895510721206665,0
70,5,1,1,20,-0.18787878787878787,2.8414923906326295,0
50,15,3,3,5,0.29696969696969694,2.9601366996765135,1
60,20,1,4,35,0.43030303030303024,3.9392794609069823,1
70,35,3,1,20,-0.19999999999999998,2.9529316663742065,1
90,35,3,2,35,-0.05454545454545454,3.1829618215560913,2
60,20,2,3,15,-0.16363636363636364,3.0954090118408204,2
90,15,1,3,35,-0.49090909090909085,3.148194909095764,3
90,20,2,3,25,-0.7939393939393938,3.4269444942474365,4
90,10,3,3,25,-1,73.9357611656189,5
