fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.07326316833496094,38.13460946083069,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,Off,Off,Off,0.07447552680969238,38.224549293518066,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,0.0772097110748291,38.218071937561035,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,On,On,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,0.07908368110656738,38.24036145210266,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,0.08083152770996094,38.20368266105652,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,On,On,Off,Off,Off,Off,On,Off,On,On,On,On,On,On,On,0.08101677894592285,38.207667112350464,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,0.08170390129089355,38.30588340759277,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,0.08194828033447266,38.11976861953735,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,0.0821695327758789,38.24670171737671,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,On,0.08222389221191406,38.30806040763855,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,Off,On,Off,0.0825505256652832,38.6322603225708,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,0.08268570899963379,39.03485131263733,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,0.08278989791870117,38.27338266372681,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,On,Off,On,Off,On,On,Off,On,Off,Off,On,Off,On,On,0.08351302146911621,38.134681701660156,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,On,On,Off,On,Off,0.0842742919921875,38.209754943847656,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,Off,On,On,Off,Off,On,On,On,On,Off,Off,Off,On,Off,Off,0.08438563346862793,38.42349720001221,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,On,On,Off,Off,0.0845482349395752,38.50642919540405,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,0.08457732200622559,38.29605436325073,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,Off,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,0.0847468376159668,38.268797874450684,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,0.0851905345916748,38.26767110824585,"[10, 50, 6, 4, 50]",1
