inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,10,2,1,25,0.6121212121212121,2.8475538730621337,0
90,5,2,3,5,0.38181818181818183,2.8230402946472166,0
90,10,2,3,25,0.4424242424242424,3.0963529109954835,1
70,5,2,4,20,0.5030303030303029,3.1097455501556395,1
70,5,1,4,10,0.35757575757575755,2.856213092803955,1
50,5,1,1,25,-0.5030303030303029,2.8233892917633057,1
90,10,1,2,20,-0.28484848484848485,2.8457479953765867,1
90,15,1,3,5,-0.006060606060606061,2.855563020706177,1
90,15,1,2,20,-0.309090909090909,2.853926348686218,2
70,10,3,4,10,0.4787878787878787,3.4568488597869873,2
