fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,On,On,Off,Off,Off,On,On,0.08641481399536133,1.6595916748046875,513704,34.30353116989136,2152160,10605,40.03404974937439,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,0.09925055503845215,1.5352916717529297,513704,34.09775114059448,2152160,10605,38.1737642288208,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,On,Off,0.08853030204772949,1.5338962078094482,513704,34.082600116729736,2152160,10605,38.24526381492615,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,On,On,On,On,On,Off,On,Off,Off,On,On,Off,On,On,0.08953237533569336,1.5213720798492432,523384,34.11926198005676,2152160,10605,38.338271141052246,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,0.08278989791870117,1.5745625495910645,515192,34.169102907180786,2152160,10605,38.27338266372681,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,On,On,On,On,Off,Off,0.09699392318725586,1.5332551002502441,523384,34.14216470718384,2152160,10605,38.37752318382263,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,On,Off,Off,On,On,On,On,Off,Off,Off,On,Off,Off,0.08438563346862793,1.4816956520080566,522088,34.25035572052002,2152160,10605,38.42349720001221,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,0.08170390129089355,1.506683111190796,513704,34.07894539833069,2152160,10605,38.30588340759277,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,Off,Off,Off,Off,On,Off,On,On,On,On,On,On,On,0.08101677894592285,1.504887580871582,523192,34.114768743515015,2152160,10605,38.207667112350464,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,On,Off,On,0.09540390968322754,1.4626295566558838,523384,34.12273073196411,2152160,10605,38.13374328613281,"[10, 50, 6, 4, 50]"
