inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,15,1,2,5,0.06666666666666665,2.8416228771209715,0
50,35,1,3,5,-0.2606060606060606,2.778825855255127,0
50,10,2,2,5,0.309090909090909,2.842595028877258,0
50,15,1,3,10,-0.5515151515151515,2.7985381126403808,1
90,25,3,3,10,0.19999999999999998,2.9630634069442747,1
80,35,1,1,15,0.0303030303030303,2.8545138835906982,1
90,10,1,4,10,0.1515151515151515,2.875428557395935,1
50,20,2,3,10,-0.11515151515151514,2.8502856969833372,1
80,35,1,3,15,0.1515151515151515,2.93909068107605,1
80,35,2,3,5,-0.22424242424242422,2.85674786567688,2
