maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
4196,5,54877,59967,62297,8,454,false,1473,true,361050,56961,7657,true,44221,11719,1094,946,421658,1,2899.29,361.2332365512848,"[8, 50, 180, True]",1
4196,5,54752,22313,62297,8,454,false,26720,true,361050,56961,7657,true,44221,12916,1094,726,35255,1,2889.89,361.21028995513916,"[8, 50, 180, True]",1
4196,5,13650,22313,3656,128,454,false,1473,true,361050,56961,7657,true,44221,11719,50050,726,421658,6,2881.64,361.20896768569946,"[8, 50, 180, True]",1
1159,5,54752,40852,3656,17,457,false,45287,false,361050,2259,89264,true,55564,36045,1094,726,35255,10,2802.8,180.12293219566345,"[8, 50, 180, True]",1
12763,561,57301,12045,40872,182,142,false,41364,false,356554,22766,88010,false,8669,46542,41847,202,515869,6,2796.31,180.1209683418274,"[8, 50, 180, True]",1
4196,5,54877,59967,71457,8,454,false,1473,true,361050,56961,7657,false,16479,46818,1094,726,35255,8,2751.97,180.1403157711029,"[8, 50, 180, True]",1
4196,5,54752,22313,61113,8,454,false,1473,true,361050,56961,7657,true,44221,12916,35217,726,35255,1,2731.49,180.14016032218933,"[8, 50, 180, True]",1
4196,5,13650,59967,62297,8,454,false,1473,false,361050,56961,7657,true,44221,11719,37409,946,421658,6,2730.1,180.12595558166504,"[8, 50, 180, True]",1
4196,40,13650,22313,3656,8,457,false,1473,false,361050,31459,77109,false,44221,43076,31674,726,421658,10,2724.48,180.12009286880493,"[8, 50, 180, True]",1
11825,5,54877,59967,61058,8,454,false,1473,false,361050,56961,25614,true,44221,11719,1094,946,421658,1,2714.67,180.12582969665527,"[8, 50, 180, True]",1
11825,56,36027,7311,61058,109,189,false,26629,true,23918,26908,25614,false,43994,46818,26933,601,503837,8,2710.06,180.12358474731445,"[8, 50, 180, True]",1
4196,360,57301,12045,86518,182,142,false,41364,false,356554,56961,88010,false,44221,11719,41847,946,515869,6,2710.02,180.11546564102173,"[8, 50, 180, True]",1
4196,40,13650,22313,3656,8,457,false,1473,true,361050,31459,77109,false,44221,43076,31674,726,421658,10,2708.77,180.12256407737732,"[8, 50, 180, True]",1
4196,5,13650,22313,3656,8,454,false,14084,true,361050,31839,7657,true,44221,12916,1094,726,421658,1,2707.98,180.12242197990417,"[8, 50, 180, True]",1
11825,56,54752,41427,61058,109,189,false,1473,true,361050,56961,7657,false,44221,46818,1094,726,35255,8,2707.94,180.08921241760254,"[8, 50, 180, True]",1
4196,5,54752,6560,3656,8,454,false,1473,true,361050,56961,7657,true,16479,12916,35217,726,35255,1,2707.08,180.12999963760376,"[8, 50, 180, True]",1
11825,5,54877,59967,61058,17,189,false,45287,true,361050,2259,25614,true,43994,11719,1094,946,264478,1,2704.8,180.12414073944092,"[8, 50, 180, True]",1
4196,5,54752,6560,61113,8,454,false,1473,true,361050,56961,7657,true,44221,12916,35217,726,35255,1,2704.31,180.12589240074158,"[8, 50, 180, True]",1
4196,5,13650,22313,3656,128,454,false,1473,true,361050,56961,7657,true,44221,11719,1094,726,421658,6,2703.15,180.12493586540222,"[8, 50, 180, True]",1
17101,40,41371,16293,58174,8,457,false,30757,false,153065,31459,77109,true,50558,54220,31674,989,432507,10,2701.13,180.12230515480042,"[8, 50, 180, True]",1
