threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,-0.01818181818181818,10.055422282218933,0
8,50,10,True,0.05454545454545454,10.056927943229676,0
8,30,10,True,-0.35757575757575755,10.054628276824952,0
8,10,25,True,0.35757575757575755,25.059830832481385,0
8,40,10,True,-0.16363636363636364,10.056005120277405,1
6,40,10,True,-0.22424242424242422,10.055538272857666,1
8,40,50,True,0.06666666666666665,50.126151132583615,1
8,30,45,True,0.06666666666666665,45.10329098701477,1
8,35,25,True,-0.0303030303030303,25.087555527687073,1
8,50,50,True,0.07878787878787878,50.12930936813355,1
